Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,2 B,(6 B),(4 B),-9369.37
12M 2020,11 B,(4 B),7 B,18262.11
12M 2021,30 B,(4 B),27 B,69389.71
12M 2022,18 B,(26 B),(8 B),-5.20
12M 2023,11 B,(56 B),(45 B),-21.97
12M 2024,82 B,(49 B),33 B,16.05
