Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Pihak Berelasi,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan Konsumen,Utang Bank,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Pihak Berelasi,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Utang Bank,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,17347008644.000000,38511436582.000000,669029385.000000,3708718421.000000,22843403186.000000,83079596218.000000,,19718865669.000000,54846475263.000000,3936454980.000000,5340695628.000000,83842491540.000000,166922087758.000000,,,41644007730.000000,34488052532.000000,1201020994.000000,605975874.000000,396843829.000000,,742903838.000000,2355127547.000000,3098031385.000000,1854083116.000000,41644007730.000000,36403778855.000000,11131910584.000000,,180950397.000000,5663296437.000000,5844246834.000000,19427621437.000000,36403778855.000000,78047786585.000000,,2000000000.000000,121894301.000000,78049394703.000000,,78049394703.000000,78049394703.000000,9390335878.000000,-687323709.000000,88874301173.000000,166922087758.000000,4000.000000
12M 2021,,,13976649327.0,38252673720.0,884030143.0,2357071912.0,15894385621.0,71364810723.0,,20319250000.0,77629004385.0,4194689507.0,9719675892.0,111862619784.0,183227430507.0,,,45015313113.0,25987596691.0,3404954874.0,1207765083.0,314780407.0,,423430000.0,1403201840.0,1826631840.0,12273584218.0,45015313113.0,45975581216.0,7739786537.0,,1104425064.0,4587537084.0,5691962148.0,32543832531.0,45975581216.0,90990894329.0,,2000000000.0,121894301.0,81039959040.0,1000000000.0,80039959040.0,81039959040.0,9799565197.0,-724882360.0,92236536178.0,183227430507.0,4000.0
12M 2022,,,25313647785.000000,33198885254.000000,1260963082.000000,3310779080.000000,8073819150.000000,71158094351.000000,,,77888900141.000000,4605588666.000000,26122771278.000000,108617260085.000000,179775354436.000000,,,48945600088.000000,28277558606.000000,2658961641.000000,2136157028.000000,234967464.000000,,468241567.000000,1565578724.000000,2033820291.000000,13604135058.000000,48945600088.000000,53329850854.000000,257295293.000000,,1207421366.000000,3060860309.000000,4268281675.000000,48804273886.000000,53329850854.000000,102275450942.000000,,2000000000.000000,121894301.000000,65501780724.000000,1000000000.000000,64501780724.000000,65501780724.000000,10636253293.000000,-760024824.000000,77499903494.000000,179775354436.000000,4000.000000
12M 2023,,,17912916006.000000,37784356651.000000,2640814496.000000,3364084501.000000,17586024385.000000,79288196039.000000,,,74439283791.000000,4401060381.000000,32611797008.000000,111452141180.000000,190740337219.000000,,,65711215198.000000,44177603573.000000,642471780.000000,3754715589.000000,1140182492.000000,,468241567.000000,1565578724.000000,2033820291.000000,13962421473.000000,65711215198.000000,42838427648.000000,,,1691116968.000000,1537557580.000000,3228674548.000000,39609753100.000000,42838427648.000000,108549642846.000000,,62000000000.000000,121894301.000000,7645124139.000000,1000000000.000000,6645124139.000000,7645124139.000000,10753794038.000000,1669881895.000000,82190694373.000000,190740337219.000000,124000.000000
12M 2024,,,115434640548.000000,47949568331.000000,1520345837.000000,7755365012.000000,66497666476.000000,239157586204.000000,,,106171385362.000000,4858207890.000000,11160750974.000000,122190344226.000000,361347930430.000000,,,64318425815.000000,42763775334.000000,2786716521.000000,3539842979.000000,1842242091.000000,,702944811.000000,9064988061.000000,9767932872.000000,3617916018.000000,64318425815.000000,32926663475.000000,,,1454614437.000000,10148723406.000000,11603337843.000000,21323325632.000000,32926663475.000000,97245089290.000000,,88574951950.000000,146845152655.000000,14842940097.000000,2000000000.000000,12842940097.000000,14842940097.000000,11100550879.000000,2739245560.000000,264102841141.000000,361347930431.000000,1771429000.000000
