Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,1.99,1.91,0.11,2.1,0.0,0.0,-0.11,0.05,0.98
12M 2021,1.59,1.53,0.09,2.22,0.0,0.0,-0.08,0.04,1.1
12M 2022,1.45,1.39,0.09,2.69,0.0,0.0,-0.28,0.04,1.53
12M 2023,1.21,1.16,0.07,2.67,0.0,0.0,-0.18,0.03,1.52
12M 2024,3.72,3.6,0.08,1.43,0.0,0.0,-0.37,0.06,0.38
