Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,-942694.70,-0.00,0.00,12.45 B,-2.26%,-4.74%,1.16%,
12M 2021,0.00 B,747641.08,0.00,0.00,21.05 B,1.63%,3.63%,5.50%,
12M 2022,0.00 B,2832772.53,0.00,0.00,32.81 B,6.30%,16.95%,12.63%,
12M 2023,0.00 B,65672.12,0.00,0.00,21.20 B,4.27%,11.40%,6.64%,
12M 2024,1.77 B,5.31,18.64,0.34,19.11 B,2.60%,3.72%,3.20%,
