Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,422052835000.000000,-215264377000.000000,206788458000.000000,-41082043000.000000,-50451032000.000000,9368989000.000000,-41082043000.000000,165706415000.000000,9000387000.000000,9009472000.000000,-9085000.000000,9000387000.000000,174706802000.000000,-44551847000.000000,130154955000.000000,,130154955000.000000,130154955000.000000,130154955000.000000,,130154955000.000000,130154955000.000000,130154955000.000000,,130154955000.000000
12M 2018,521835612000.000000,-271837460000.000000,249998152000.000000,-69703452000.000000,-58783365000.000000,-10920087000.000000,-69703452000.000000,180294700000.000000,40257888000.000000,40271379000.000000,-13491000.000000,40257888000.000000,220552588000.000000,-50371777000.000000,170180811000.000000,,170180811000.000000,170180811000.000000,170180811000.000000,,170180811000.000000,170180811000.000000,170180811000.000000,,170180811000.000000
12M 2019,523218738000.000000,-305575085000.000000,217643653000.000000,-88549135000.000000,-81038279000.000000,-7510856000.000000,-88549135000.000000,129094518000.000000,41402932000.000000,41420115000.000000,-17183000.000000,41402932000.000000,170497450000.000000,-35195880000.000000,135301570000.000000,,135301570000.000000,135301570000.000000,135301570000.000000,,135301570000.000000,135301570000.000000,135301570000.000000,,135301570000.000000
12M 2020,356532157000.000000,-280821575000.000000,75710582000.000000,-93432117000.000000,-86230339000.000000,-7201778000.000000,-93432117000.000000,-17721535000.000000,-18856757000.000000,32271540000.000000,-51128297000.000000,-18856757000.000000,-36578292000.000000,12804848000.000000,-23773444000.000000,,-23773444000.000000,-23773444000.000000,-23773444000.000000,,-23773444000.000000,-23773444000.000000,-23773444000.000000,,-23773444000.000000
12M 2021,516836950000.000000,-318589633000.000000,198247317000.000000,-85119463000.000000,-69638009000.000000,-15481454000.000000,-85119463000.000000,113127854000.000000,-31886868000.000000,22566109000.000000,-54452977000.000000,-31886868000.000000,81240986000.000000,-21184813000.000000,60056173000.000000,,60056173000.000000,60056173000.000000,60056173000.000000,,60056173000.000000,60056173000.000000,60056173000.000000,,60056173000.000000
12M 2022,726573259000.000000,-379726574000.000000,346846685000.000000,-101790132000.000000,-88903663000.000000,-12886469000.000000,-101790132000.000000,245056553000.000000,-32069717000.000000,26528275000.000000,-58597992000.000000,-32069717000.000000,212986836000.000000,-51262069000.000000,161724767000.000000,,161724767000.000000,161724767000.000000,161724767000.000000,,161724767000.000000,161724767000.000000,161724767000.000000,,161724767000.000000
12M 2023,735204940000.000000,-408727911000.000000,326477029000.000000,-81269044000.000000,-76343229000.000000,-4925815000.000000,-81269044000.000000,245207985000.000000,-8387555000.000000,38036797000.000000,-46424352000.000000,-8387555000.000000,236820430000.000000,-45965586000.000000,190854844000.000000,,190854844000.000000,190854844000.000000,190854844000.000000,,190854844000.000000,190854844000.000000,190854844000.000000,,190854844000.000000
12M 2024,824595836000.000000,-477078570000.000000,347517266000.000000,-90927968000.000000,-89423994000.000000,-1503974000.000000,-90927968000.000000,256589298000.000000,13257188000.000000,45050723000.000000,-31793535000.000000,13257188000.000000,269846486000.000000,-57630259000.000000,212216227000.000000,,212216227000.000000,212216227000.000000,212216227000.000000,,212216227000.000000,212216227000.000000,212216227000.000000,,212216227000.000000
