Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,187 B,(36 B),151 B,151489.42
12M 2018,(130 B),(185 B),(314 B),-172.86
12M 2019,163 B,(126 B),37 B,20.42
12M 2020,159 B,(19 B),140 B,77.07
12M 2021,305 B,(45 B),261 B,143.31
12M 2022,344 B,(33 B),311 B,171.07
12M 2023,249 B,(27 B),222 B,122.02
12M 2024,380 B,(25 B),355 B,195.41
