Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2017,0.00,237047.68,0.00,231740.94,2 B,,2 B,(172 B),147 B
12M 2018,2.70,606.85,2.71,604.64,3 B,,3 B,(554 B),565 B
12M 2019,1.15,590.23,1.15,588.89,5 B,,5 B,(486 B),439 B
12M 2020,0.96,552.65,0.96,551.39,3 B,,3 B,(517 B),465 B
12M 2021,0.88,585.68,0.88,584.33,5 B,,5 B,(764 B),656 B
12M 2022,0.89,639.01,0.89,637.04,28 B,,28 B,(992 B),461 B
12M 2023,1.06,672.50,1.07,669.95,47 B,,47 B,(623 B),553 B
12M 2024,1.00,702.40,1.01,700.62,,,,(810 B),716 B
