Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Final,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Hak Minoritas,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Adjustment,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,53789560218.000000,-32184784063.000000,21604776155.000000,-15672196710.000000,-2025750053.000000,-13646446657.000000,-15672196710.000000,5932579445.000000,-2635431326.000000,62877707.000000,-6963042530.000000,-971003092.000000,5235736589.000000,-2635431326.000000,3297148119.000000,1401887882.000000,,1401887882.000000,1401887882.000000,4699036001.000000,,4699036001.000000,107926663.000000,4806962664.000000,4699036001.000000,4699261027.000000,-225026.000000,,4699036001.000000,4806962664.000000,4807185823.000000,-223159.000000,4806962664.000000
12M 2018,49045754191.000000,-29562935161.000000,19482819030.000000,-18225966137.000000,-1646311359.000000,-16579654778.000000,-18225966137.000000,1256852893.000000,-6792782271.000000,240502713.000000,-6642449683.000000,-544651474.000000,153816173.000000,-6792782271.000000,-5535929378.000000,1970441539.000000,-2079000.000000,1972520539.000000,1970441539.000000,-3565487839.000000,,-3565487839.000000,485482501.000000,-3080005338.000000,-3565487839.000000,-3565512481.000000,24642.000000,,-3565487839.000000,-3080005338.000000,-3080038005.000000,32667.000000,-3080005338.000000
12M 2019,35398758593.000000,-20957421202.000000,14441337391.000000,-18786462838.000000,-1569044597.000000,-17217418241.000000,-18786462838.000000,-4345125447.000000,-14499717465.000000,701005137.000000,-13663350284.000000,-669984644.000000,-867387674.000000,-14499717465.000000,-18844842912.000000,2114297052.000000,,2114297052.000000,2114297052.000000,-16730545860.000000,,-16730545860.000000,543006463.000000,-16187539397.000000,-16730545860.000000,-16335715551.000000,-394830309.000000,,-16730545860.000000,-16187539397.000000,-15794233000.000000,-393306397.000000,-16187539397.000000
12M 2020,24103377833.000000,-16550576967.000000,7552800866.000000,-13141445384.000000,-543522219.000000,-12597923165.000000,-13141445384.000000,-5588644518.000000,-12749949727.000000,40117037.000000,-4809791914.000000,-122590807.000000,-7857684043.000000,-12749949727.000000,-18338594245.000000,-764267031.000000,,-764267031.000000,-764267031.000000,-19102861276.000000,,-19102861276.000000,-404012985.000000,-19506874261.000000,-19102861276.000000,-18588452315.000000,-514408961.000000,,-19102861276.000000,-19506874261.000000,-18980122562.000000,-526751699.000000,-19506874261.000000
12M 2021,21472858707.000000,-18020153992.000000,3452704715.000000,-11155255841.000000,-562633285.000000,-10592622556.000000,-11155255841.000000,-7702551126.000000,-10342397799.000000,16970378.000000,-1626825065.000000,-307350771.000000,-8425192341.000000,-10342397799.000000,-18044948925.000000,1037044067.000000,,1037044067.000000,1037044067.000000,-17007904858.000000,,-17007904858.000000,-32666594.000000,-17040571452.000000,-17007904857.000000,-16788398476.000000,-219506381.000000,,-17007904857.000000,-17040571452.000000,-16820796859.000000,-219774593.000000,-17040571452.000000
12M 2022,32164228563.000000,-20485073307.000000,11679155256.000000,-9881841916.000000,-1176384301.000000,-8705457615.000000,-9881841916.000000,1797313340.000000,-9872384529.000000,19069063.000000,-1949904681.000000,-729736485.000000,-7211812426.000000,-9872384529.000000,-8075071189.000000,-115722833.000000,-28804627.000000,-86918206.000000,-115722833.000000,-8190794022.000000,,-8190794022.000000,166073838.000000,-8024720184.000000,-8190794022.000000,-8117262621.000000,-73531401.000000,,-8190794022.000000,-8024720184.000000,-7949920512.000000,-74799672.000000,-8024720184.000000
12M 2023,27991125805.000000,-16238585580.000000,11752540225.000000,-10623202575.000000,-854784562.000000,-9768418013.000000,-10623202575.000000,1129337650.000000,-4923741920.000000,20874612.000000,-2266810656.000000,-252463128.000000,-2425342748.000000,-4923741920.000000,-3794404270.000000,-77138387.000000,-31185990.000000,-45952397.000000,-77138387.000000,-3871542657.000000,,-3871542657.000000,11032496.000000,-3860510161.000000,-3871542658.000000,-3890148999.000000,18606341.000000,,-3871542658.000000,-3860510162.000000,-3860962511.000000,452349.000000,-3860510162.000000
12M 2024,26873840341.000000,-13977505596.000000,12896334745.000000,-14602020637.000000,-674458534.000000,-13927562103.000000,-14602020637.000000,-1705685892.000000,-4906413661.000000,21527355.000000,-2021680177.000000,-478339354.000000,-2427921485.000000,-4906413661.000000,-6612099553.000000,-1673205015.000000,-38400824.000000,-1634804191.000000,-1673205015.000000,-8285304568.000000,,-8285304568.000000,-10605019.000000,-8295909587.000000,-8285304568.000000,-8199877904.000000,-85426664.000000,,-8285304568.000000,-8295909587.000000,-8296207927.000000,298340.000000,-8295909587.000000
