Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Tanah Untuk Dikembangkan,Properti Investasi,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Utang Lembaga Keuangan Lain,Beban Akrual,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,3726432882.000000,10000882180.000000,,10000882180.000000,10000882180.000000,6924873.000000,,6924873.000000,6924873.000000,137879651614.000000,6864916783.000000,158478808332.000000,,14478647450.000000,2242493531.000000,93116745972.000000,1389928320.000000,,111227815273.000000,269706623605.000000,,,95900900686.000000,,,1221195215.000000,1221195215.000000,,2150477770.000000,2340261779.000000,4490739549.000000,1760950067.000000,50925406131.000000,1238461472.000000,36264148252.000000,95900900686.000000,113189767870.000000,,110028215.000000,111768089566.000000,111878117781.000000,1311650089.000000,113189767870.000000,209090668556.000000,,75000000000.000000,-17324730117.000000,2953556452.000000,,,2953556452.000000,-12871286.000000,,60615955049.000000,269706623605.000000,750000000.000000
12M 2018,,,38071241042.000000,9275300375.000000,,9275300375.000000,9275300375.000000,451756620.000000,438750000.000000,13006620.000000,451756620.000000,146230786543.000000,12074271368.000000,206103355948.000000,,14478647450.000000,1903515715.000000,87264651096.000000,3311033265.000000,,106957847526.000000,313061203474.000000,,,92624163579.000000,,,2854464487.000000,2854464487.000000,,,708049539.000000,708049539.000000,1608272243.000000,62439317785.000000,445922894.000000,24568136631.000000,92624163579.000000,107811640184.000000,,,106148645195.000000,106148645195.000000,1662994989.000000,107811640184.000000,200435803763.000000,,125000000000.000000,-12235280117.000000,-126481553.000000,,,-126481553.000000,-12838619.000000,,112625399711.000000,313061203474.000000,1250000000.000000
12M 2019,,,3539333180.000000,2052209818.000000,,2052209818.000000,2052209818.000000,4712078682.000000,,4712078682.000000,4712078682.000000,164287177823.000000,2266388519.000000,176857188022.000000,,15851717450.000000,1835277251.000000,82315865998.000000,5417202789.000000,,105420063488.000000,282277251510.000000,,,118779951327.000000,,,3871279474.000000,3871279474.000000,,,3492092266.000000,3492092266.000000,2932985415.000000,82030946150.000000,6984757678.000000,19467890344.000000,118779951327.000000,64060239870.000000,,,62250976692.000000,62250976692.000000,1809263178.000000,64060239870.000000,182840191197.000000,,125000000000.000000,-12235280118.000000,-17131065723.000000,,,-17131065723.000000,2593054984.000000,1210351171.000000,99437060314.000000,282277251511.000000,1250000000.000000
12M 2020,,,3129977360.000000,725440624.000000,,725440624.000000,725440624.000000,2851446711.000000,,2851446711.000000,2851446711.000000,152296735130.000000,889281619.000000,159892881444.000000,,15851717450.000000,1034432275.000000,79115621520.000000,4708636318.000000,,100710407563.000000,260603289007.000000,,,36444927542.000000,,9311437.000000,1446627552.000000,1455938989.000000,,,20383817285.000000,20383817285.000000,2882080119.000000,5564469000.000000,456045839.000000,5702576310.000000,36444927542.000000,137978175412.000000,,,136548162889.000000,136548162889.000000,1430012523.000000,137978175412.000000,174423102954.000000,,131250000000.000000,-12235280118.000000,-35719518038.000000,,,-35719518038.000000,2066303285.000000,818680924.000000,86180186053.000000,260603289007.000000,1375000000.000000
12M 2021,,,2024149913.000000,7408492707.000000,,7408492707.000000,7408492707.000000,2876465635.000000,,2876465635.000000,2876465635.000000,146637043404.000000,1790561212.000000,160736712871.000000,,15851717450.000000,1002587662.000000,76124938808.000000,5744469981.000000,,98723713901.000000,259460426772.000000,,,68471754986.000000,,532787608.000000,876575444.000000,1409363052.000000,,,39317874614.000000,39317874614.000000,4223222634.000000,4730000000.000000,901551150.000000,17889743536.000000,68471754986.000000,121849057098.000000,,,119980498875.000000,119980498875.000000,1868558223.000000,121849057098.000000,190320812084.000000,,131250000003.000000,-12235280118.000000,-52507916514.000000,,,-52507916514.000000,1846528690.000000,786282542.000000,69139614603.000000,259460426687.000000,1375000000.000000
12M 2022,,,3877919052.000000,6140352408.000000,,6140352408.000000,6140352408.000000,2720549240.000000,,2720549240.000000,2720549240.000000,125678897304.000000,795431146.000000,139213149150.000000,,15851717450.000000,5422343096.000000,71867146240.000000,5621771907.000000,,98762978693.000000,237976127843.000000,,,74033057862.000000,,48813821329.000000,1854008046.000000,50667829375.000000,,,525825298.000000,525825298.000000,3406649009.000000,4950000000.000000,1902322539.000000,12580431641.000000,74033057862.000000,102828175575.000000,,,102376388650.000000,102376388650.000000,451786925.000000,102828175575.000000,176861233437.000000,,131250000000.000000,-12235280118.000000,-60625179135.000000,,,-60625179135.000000,1771729017.000000,953624654.000000,61114894418.000000,237976127855.000000,1375000000.000000
12M 2023,,,5975321820.000000,5589196638.000000,,5589196638.000000,5589196638.000000,3425280640.000000,,3425280640.000000,3425280640.000000,118291577295.000000,1924031484.000000,135205407877.000000,,15851717450.000000,5282040594.000000,66937255228.000000,5575821105.000000,1501908966.000000,95148743343.000000,230354151220.000000,,,84683546550.000000,,51410708669.000000,1051864522.000000,52462573191.000000,,,590852262.000000,590852262.000000,4468363684.000000,5170000000.000000,2778943614.000000,19212813799.000000,84683546550.000000,88416220413.000000,,,88001866831.000000,88001866831.000000,414353582.000000,88416220413.000000,173099766963.000000,,131250000000.000000,-12235280118.000000,-64515328132.000000,,,-64515328132.000000,1790787708.000000,964204799.000000,57254384257.000000,230354151220.000000,1375000000.000000
12M 2024,,,4564811725.000000,3063206610.000000,,3063206610.000000,3063206610.000000,1022041394.000000,,1022041394.000000,1022041394.000000,113937431237.000000,1574884128.000000,124162375094.000000,,15851717450.000000,5153216220.000000,63111980284.000000,3925665929.000000,1194401812.000000,89236981695.000000,213399356789.000000,,,89687662105.000000,,58915708669.000000,828959816.000000,59744668485.000000,,,537684251.000000,537684251.000000,3722815219.000000,5390000000.000000,2613728114.000000,17678766036.000000,89687662105.000000,74753220012.000000,,,73666875442.000000,73666875442.000000,1086344570.000000,74753220012.000000,164440882117.000000,,131250000000.000000,-12235280118.000000,-72715206036.000000,,,-72715206036.000000,1705659384.000000,953301440.000000,48958474670.000000,213399356787.000000,1375000000.000000
