Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2015,135 B,(61 B),74 B,26.48
12M 2016,239 B,(159 B),81 B,28.70
12M 2017,229 B,(218 B),11 B,-53.94
12M 2018,118 B,(272 B),(154 B),-54.75
12M 2019,113 B,(158 B),(45 B),-16.15
12M 2020,309 B,(133 B),176 B,62.55
12M 2021,73 B,(203 B),(130 B),-46.20
12M 2022,162 B,(361 B),(199 B),57.79
12M 2023,348 B,(94 B),254 B,90.45
12M 2024,52 B,(89 B),(37 B),-13.19
