Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2012,0.59,326.34,0.59,326.34,40 B,127 B,167 B,(15 B),645 B
12M 2013,0.57,334.32,0.57,334.32,49 B,155 B,204 B,(84 B),546 B
12M 2014,0.36,342.31,0.36,342.31,83 B,251 B,334 B,129 B,462 B
12M 2015,0.27,354.99,0.27,354.99,60 B,170 B,230 B,77 B,523 B
12M 2016,0.21,358.61,0.21,358.61,161 B,53 B,214 B,131 B,304 B
12M 2017,0.29,360.94,0.29,360.94,143 B,53 B,196 B,122 B,347 B
12M 2018,0.37,368.11,0.37,368.11,53 B,151 B,204 B,124 B,499 B
12M 2019,0.32,372.93,0.32,372.93,144 B,69 B,214 B,122 B,472 B
12M 2020,0.28,373.84,0.28,373.84,14 B,107 B,120 B,41 B,553 B
12M 2021,0.49,397.76,0.49,397.76,29 B,17 B,46 B,(188 B),596 B
12M 2022,0.42,431.92,0.42,431.92,33 B,32 B,64 B,(249 B),782 B
12M 2023,0.43,454.10,0.43,454.10,37 B,59 B,96 B,(226 B),955 B
12M 2024,1.10,477.97,1.10,477.97,56 B,50 B,106 B,(170 B),971 B
