Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2016,0.00,398259.77,0.00,397889.50,21 B,11 B,32 B,30 B,5 B
12M 2017,8.62,172.82,8.62,172.76,33 B,16 B,49 B,30 B,132 B
12M 2018,35.12,220.69,35.13,220.64,318 B,159 B,477 B,434 B,41 B
12M 2019,1.42,230.36,1.42,230.36,70 B,35 B,105 B,70 B,156 B
12M 2020,5.52,239.18,5.52,239.18,70 B,35 B,105 B,42 B,107 B
12M 2021,2.20,208.33,2.20,208.33,71 B,36 B,107 B,60 B,60 B
12M 2022,1.12,145.10,1.12,145.10,54 B,23 B,77 B,75 B,(67 B)
12M 2023,0.78,144.72,0.78,144.72,51 B,9 B,60 B,50 B,(59 B)
12M 2024,0.54,162.38,0.54,162.38,4 B,2 B,6 B,(10 B),(16 B)
