Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Properti Pertambangan,Aset Eksplorasi Dan Evaluasi,Goodwill,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pajak,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Keuangan Lainnya,Utang Jangka Panjang Dari Pihak Berelasi,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,1951646543.000000,,5808127055.000000,5808127055.000000,,5808127055.000000,59117012670.000000,42055170.000000,59074957500.000000,59117012670.000000,6846292179.000000,15132391667.000000,88855470114.000000,,77236384348.000000,51177305377.000000,74054411.000000,108612907141.000000,1141272197.000000,6157820111.000000,244399743585.000000,333255213699.000000,,,84332825224.000000,,,244473931.000000,55860000.000000,300333931.000000,,1865305000.000000,,1865305000.000000,6012727963.000000,,10464601728.000000,107276134.000000,10571877862.000000,508195759.000000,65074384709.000000,84332825224.000000,169515964621.000000,1323931679.000000,,,,,,163412818925.000000,44155330.000000,163456974255.000000,,,4735058687.000000,169515964621.000000,253848789845.000000,,100000000000.000000,-5352407965.000000,,,,,-245530123.000000,-14995638058.000000,79406423854.000000,333255213699.000000,200000.000000
12M 2017,,,19019069860.000000,,35821667643.000000,35821667643.000000,,35821667643.000000,60368169162.000000,445552321.000000,59922616841.000000,60368169162.000000,12122832750.000000,82804697138.000000,210136436553.000000,,76593382982.000000,51423645377.000000,74054411.000000,116068310451.000000,1428993747.000000,1698039133.000000,247286426101.000000,457422862654.000000,,,78581189669.000000,,,39952463159.000000,195510000.000000,40147973159.000000,,,,,965426977.000000,,16260042884.000000,204467215.000000,16464510099.000000,1325603219.000000,19677676215.000000,78581189669.000000,154346191018.000000,,,,,,,148514746303.000000,115471238.000000,148630217541.000000,,,5715973477.000000,154346191018.000000,232927380687.000000,,130344068100.000000,110516717621.000000,,,,,-246385751.000000,-16118918003.000000,224495481967.000000,457422862654.000000,1300440681.000000
12M 2018,,,42815241682.000000,,71005330389.000000,71005330389.000000,,71005330389.000000,61907916092.000000,127657723.000000,61780258369.000000,61907916092.000000,19396433397.000000,87979104569.000000,283104026129.000000,,92887257999.000000,61003813377.000000,74054411.000000,132195460814.000000,2276471037.000000,1698039133.000000,290135096771.000000,573239122900.000000,,,241864951902.000000,,,31274816089.000000,,31274816089.000000,,,,,1273514220.000000,,158076684448.000000,784508311.000000,158861192759.000000,7556749214.000000,42898679620.000000,241864951902.000000,8136602539.000000,,,,,,,,493046350.000000,493046350.000000,,,7643556189.000000,8136602539.000000,250001554441.000000,,146578378000.000000,195746844596.000000,,,,,-249473699.000000,-18838180438.000000,323237568459.000000,573239122900.000000,1465783780.000000
12M 2019,,,34451470409.000000,,2734046934.000000,2734046934.000000,,2734046934.000000,49736612962.000000,,49736612962.000000,49736612962.000000,68843457683.000000,87407614880.000000,243173202868.000000,,86122179755.000000,70339660235.000000,,127848801625.000000,8131297871.000000,7641903870.000000,300083843356.000000,543257046224.000000,,,86813234085.000000,,,14149472086.000000,,14149472086.000000,,,,,4624224356.000000,,34428515509.000000,445225238.000000,34873740747.000000,3209141904.000000,29956654992.000000,86813234085.000000,116771418916.000000,,,,,,,103285545694.000000,161071571.000000,103446617265.000000,,,13324801651.000000,116771418916.000000,203584653001.000000,,147536294600.000000,200775906746.000000,,,,,-193739218.000000,-8446068905.000000,339672393223.000000,543257046224.000000,1475362946.000000
12M 2020,,,63736302993.000000,,10128036345.000000,10128036345.000000,,10128036345.000000,11496540663.000000,,11496540663.000000,11496540663.000000,19468217306.000000,86680435587.000000,191509532894.000000,,81310279262.000000,72263180431.000000,,125643539054.000000,16260269658.000000,18315248513.000000,313792516918.000000,505302049812.000000,,,84906108780.000000,,,12748816741.000000,,12748816741.000000,,,,,5132445380.000000,,34933760971.000000,225501743.000000,35159262714.000000,2738758953.000000,29126824992.000000,84906108780.000000,67448514514.000000,,,,,,,52484512044.000000,117238292.000000,52601750336.000000,,,14846764178.000000,67448514514.000000,152354623294.000000,,147536317900.000000,200776029071.000000,,,,,76813975.000000,4558265572.000000,352947426518.000000,505302049812.000000,1475363179.000000
12M 2021,,,46759671091.000000,,11830274675.000000,11830274675.000000,,11830274675.000000,2425772688.000000,,2425772688.000000,2425772688.000000,14266564666.000000,138574769640.000000,213857052760.000000,,35912384796.000000,63800120101.000000,,120419116005.000000,41618637464.000000,18645446608.000000,280395704974.000000,494252757734.000000,,,153665650636.000000,,,26901779730.000000,,26901779730.000000,,,,,13659693432.000000,,34935507720.000000,587763334.000000,35523271054.000000,2061503929.000000,75519402491.000000,153665650636.000000,33182248095.000000,,,,,,,18162720582.000000,30377672.000000,18193098254.000000,,,14989149841.000000,33182248095.000000,186847898731.000000,,147536317900.000000,200776029071.000000,,,,,41123459.000000,-40948611427.000000,307404859003.000000,494252757734.000000,1475363179.000000
12M 2022,,,1566422361.000000,,3462702529.000000,3462702529.000000,,3462702529.000000,895459276.000000,,895459276.000000,895459276.000000,31035726972.000000,27082249013.000000,64042560151.000000,,30020087952.000000,60030294039.000000,,121905624112.000000,69842987312.000000,18482661405.000000,300281654820.000000,364324214971.000000,,,131360321273.000000,8996430000.000000,,34916242165.000000,,34916242165.000000,,9131267531.000000,,9131267531.000000,10369486704.000000,,20023670875.000000,2626196701.000000,22649867576.000000,4962239654.000000,40334787643.000000,131360321273.000000,18873160159.000000,,,,,,,,4112421513.000000,4112421513.000000,,,14760738646.000000,18873160159.000000,150233481432.000000,,147536317900.000000,201397719671.000000,,,,,17272926.000000,-134860576958.000000,214090733539.000000,364324214971.000000,1475363179.000000
12M 2023,,,10710614411.000000,,13420025853.000000,13420025853.000000,,13420025853.000000,775243325.000000,,775243325.000000,775243325.000000,44232838262.000000,58668291284.000000,127807013135.000000,,71841867249.000000,15261428196.000000,,113633451252.000000,70564218545.000000,19704746059.000000,291005711301.000000,418812724436.000000,,,186850164686.000000,33667185166.000000,,60608848336.000000,,60608848336.000000,,17348000000.000000,,17348000000.000000,21543847117.000000,,6160185810.000000,2699459972.000000,8859645782.000000,5307820834.000000,39514817451.000000,186850164686.000000,18441989475.000000,,,,,,,,1412961542.000000,1412961542.000000,,,17029027933.000000,18441989475.000000,205292154161.000000,,147536317900.000000,201397719671.000000,,,,,11334662.000000,-135424801958.000000,213520570275.000000,418812724436.000000,1475363179.000000
12M 2024,,,16350008389.000000,,5934254768.000000,5934254768.000000,,5934254768.000000,1816039608.000000,,1816039608.000000,1816039608.000000,1925499821.000000,45457920791.000000,71483723377.000000,,64559841919.000000,15261428196.000000,,105734794298.000000,67479695710.000000,22693742651.000000,275729502774.000000,347213226151.000000,,,87887420585.000000,,,28959244890.000000,,28959244890.000000,,7127156276.000000,,7127156276.000000,7893163164.000000,,,2109038088.000000,2109038088.000000,12546783167.000000,29252035000.000000,87887420585.000000,19741532057.000000,,,,,,,,569937997.000000,569937997.000000,,,19171594060.000000,19741532057.000000,107628952642.000000,,147536317900.000000,201397719671.000000,,,,,13529976.000000,-109363294038.000000,239584273509.000000,347213226151.000000,1475363179.000000
