Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,17 B,(67 B),(50 B),-250387.76
12M 2017,(65 B),(14 B),(78 B),-60.28
12M 2018,(22 B),(48 B),(70 B),-48.00
12M 2019,14 B,(13 B),1 B,0.42
12M 2020,93 B,(7 B),85 B,57.75
12M 2021,22 B,(3 B),19 B,12.99
12M 2022,(20 B),(6 B),(26 B),-17.54
12M 2023,(5 B),(2 B),(7 B),-4.75
12M 2024,39 B,(1 B),38 B,25.42
