Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.37,132.80,0.37,132.80,28 B,11 B,39 B,24 B,62 B
12M 2009,1.03,139.77,1.12,128.18,62 B,13 B,74 B,65 B,63 B
12M 2010,1.41,127.94,1.50,120.10,70 B,9 B,80 B,70 B,56 B
12M 2011,10.01,17.98,10.01,17.98,28 B,0 B,29 B,9 B,(26 B)
12M 2012,5.75,52.17,5.75,52.17,18 B,0 B,18 B,4 B,42 B
12M 2013,3.07,89.57,3.07,89.57,9 B,,9 B,(12 B),81 B
12M 2014,3.82,116.57,3.82,116.57,19 B,,19 B,(31 B),85 B
12M 2015,2.30,126.27,2.30,126.27,,,,(72 B),87 B
12M 2016,2.43,123.59,2.43,123.59,,,,(42 B),90 B
12M 2017,2.62,113.74,2.62,113.74,,,,(25 B),91 B
12M 2018,2.21,105.09,2.21,105.09,15 B,,15 B,(23 B),69 B
12M 2019,1.25,87.71,1.25,87.71,,,,(26 B),39 B
12M 2020,0.78,129.07,0.78,129.07,,,,(117 B),77 B
12M 2021,1.60,100.22,1.60,100.22,35 B,,35 B,(7 B),(11 B)
12M 2022,4.82,26.34,4.82,26.34,120 B,,120 B,103 B,(128 B)
12M 2023,-1.62,-50.14,-1.62,-50.14,,,,(68 B),(170 B)
12M 2024,-0.80,-87.82,-0.80,-87.82,,,,(70 B),(181 B)
