Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2017,0.00,1454638.45,0.00,1454638.45,13 B,118 B,131 B,129 B,46 B
12M 2018,4.56,192.98,4.56,192.98,2 B,93 B,2 B,55 B,217 B
12M 2019,5.08,194.03,5.08,194.03,76 B,32 B,31 B,67 B,41 B
12M 2020,1.01,174.54,1.01,174.54,49 B,58 B,107 B,80 B,60 B
12M 2021,0.52,170.39,0.52,170.39,31 B,63 B,94 B,67 B,34 B
12M 2022,0.30,167.56,0.30,167.56,43 B,45 B,88 B,80 B,(9 B)
12M 2023,0.09,163.36,0.09,163.36,62 B,40 B,102 B,85 B,(29 B)
12M 2024,0.10,163.64,0.10,163.64,58 B,53 B,111 B,104 B,(35 B)
