Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,(28 B),(0 B),,-188066.32
12M 2018,(32 B),(0 B),(0 B),-11.29
12M 2019,(18 B),(11 B),(11 B),-10.46
12M 2020,4 B,(2 B),,0.81
12M 2021,15 B,(0 B),15 B,5.22
12M 2022,(24 B),(0 B),(25 B),-8.91
12M 2023,(33 B),(0 B),(33 B),-11.82
12M 2024,(18 B),(1 B),,-6.93
