Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Persediaan,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Pajak,Utang Bank,Utang Lain-Lain,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembiayaan Konsumen,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembiayaan Konsumen,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,2281935726.000000,,10708336693.000000,,,10708336693.000000,,,,,99710376614.000000,4120951632.000000,116821600665.000000,,98584521971.000000,1583510110.000000,189546410876.000000,289714442957.000000,406536043622.000000,,,70401587703.000000,6276986821.000000,,,6276986821.000000,5388876457.000000,,,595879407.000000,,12000000000.000000,506403047.000000,12506403047.000000,45633441971.000000,70401587703.000000,117938689108.000000,,117468465000.000000,377980108.000000,117846445108.000000,92244000.000000,117938689108.000000,188340276811.000000,,15000000000.000000,186932000000.000000,10863766811.000000,,,10863766811.000000,5400000000.000000,218195766811.000000,406536043622.000000,150000.000000
12M 2018,,,39693044389.000000,90000000000.000000,31414929121.000000,,,31414929121.000000,685744622.000000,,,685744622.000000,99476340684.000000,9554999509.000000,270825058325.000000,,114693749670.000000,13311919988.000000,287558712353.000000,415564382011.000000,686389440336.000000,,,54111245794.000000,11449417099.000000,,,11449417099.000000,7118726641.000000,,,725804853.000000,,,772195189.000000,772195189.000000,34045102012.000000,54111245794.000000,93359507601.000000,,91433465000.000000,1810068601.000000,93243533601.000000,115974000.000000,93359507601.000000,147470753395.000000,,279262000000.000000,,34888496361.000000,,,34888496361.000000,224768190580.000000,538918686941.000000,686389440336.000000,2792620000.000000
12M 2019,,,40808992931.000000,31288011138.000000,39445378658.000000,,,39445378658.000000,1016933756.000000,200000000.000000,816933756.000000,1016933756.000000,49840360810.000000,21269228206.000000,183668905499.000000,,143839713749.000000,60777927933.000000,328402701797.000000,533020343479.000000,716689248978.000000,,,142781626986.000000,6938250198.000000,,,6938250198.000000,7961643939.000000,23390438638.000000,862138746.000000,1033607113.000000,,50800000000.000000,735236743.000000,51535236743.000000,51060311609.000000,142781626986.000000,32066169880.000000,,30633465000.000000,1262055880.000000,31895520880.000000,170649000.000000,32066169880.000000,174847796866.000000,,279262000000.000000,,37811261532.000000,,,37811261532.000000,224768190580.000000,541841452112.000000,716689248978.000000,2792620000.000000
12M 2020,,,26896260514.000000,,6785184741.000000,6785184741.000000,,6785184741.000000,1049461655.000000,,1049461655.000000,1049461655.000000,226246188436.000000,9225890482.000000,270202985828.000000,,58082303487.000000,41953147235.000000,385489687085.000000,485525137807.000000,755728123635.000000,,,210082396543.000000,5461397280.000000,,,5461397280.000000,5860232829.000000,24688851188.000000,1175019883.000000,1231853374.000000,,23000000000.000000,714300462.000000,23714300462.000000,147950741527.000000,210082396543.000000,58224627418.000000,,57433465000.000000,547755418.000000,57981220418.000000,243407000.000000,58224627418.000000,268307023961.000000,,279262000000.000000,224768190580.000000,-16609090906.000000,,,-16609090906.000000,,487421099674.000000,755728123635.000000,2792620000.000000
12M 2021,,,26802379346.000000,,4677601148.000000,4677601148.000000,,4677601148.000000,1463996853.000000,,1463996853.000000,1463996853.000000,214277845961.000000,11431684724.000000,258653508032.000000,,97339467361.000000,37850365314.000000,369514641197.000000,504704473872.000000,763357981904.000000,,,224362275432.000000,22839440399.000000,,,22839440399.000000,5879866605.000000,19924606980.000000,992300513.000000,1568466585.000000,,10000000000.000000,547755418.000000,10547755418.000000,162609838932.000000,224362275432.000000,63154144000.000000,,62933465000.000000,,62933465000.000000,220679000.000000,63154144000.000000,287516419432.000000,,279262000000.000000,224768190580.000000,-28188628108.000000,,,-28188628108.000000,,475841562472.000000,763357981904.000000,2792620000.000000
12M 2022,,,8309603321.000000,,4376887609.000000,4376887609.000000,,4376887609.000000,461676839.000000,,461676839.000000,461676839.000000,195320036143.000000,4323193470.000000,212791397382.000000,,179522722951.000000,33510913653.000000,308521932857.000000,521555569461.000000,734346966843.000000,,,221474334369.000000,10553277991.000000,,,10553277991.000000,7201217188.000000,19947962605.000000,646596213.000000,2558221942.000000,,23289600000.000000,62268372.000000,23351868372.000000,157215190058.000000,221474334369.000000,44936869683.000000,,44625680640.000000,59335043.000000,44685015683.000000,251854000.000000,44936869683.000000,266411204052.000000,,279262000000.000000,224768190580.000000,-36094427789.000000,,,-36094427789.000000,,467935762791.000000,734346966843.000000,2792620000.000000
12M 2023,,,17234956096.000000,,2491597419.000000,2491597419.000000,,2491597419.000000,891402921.000000,,891402921.000000,891402921.000000,187976585077.000000,4928985197.000000,213523526710.000000,,260943743264.000000,28842388258.000000,235714038406.000000,525500169928.000000,739023696638.000000,,,242491980242.000000,9939194406.000000,,,9939194406.000000,7705819986.000000,,782756453.000000,2533852278.000000,,61923520906.000000,59335043.000000,61982855949.000000,159547501170.000000,242491980242.000000,40340750000.000000,,40028000000.000000,,40028000000.000000,312750000.000000,40340750000.000000,282832730242.000000,,279262000000.000000,224768190580.000000,-47839224184.000000,,,-47839224184.000000,,456190966396.000000,739023696638.000000,2792620000.000000
12M 2024,,,7380087186.000000,,4560525841.000000,4560525841.000000,,4560525841.000000,1962324432.000000,,1962324432.000000,1962324432.000000,170170303746.000000,6068075859.000000,190141317064.000000,,276386055541.000000,26666354569.000000,242231295675.000000,545283705785.000000,735425022849.000000,,,225167359722.000000,13404765370.000000,,,13404765370.000000,8064611969.000000,,697907252.000000,2391322806.000000,,58321635693.000000,,58321635693.000000,142287116632.000000,225167359722.000000,53259948000.000000,,52910996000.000000,,52910996000.000000,348952000.000000,53259948000.000000,278427307722.000000,,279262000000.000000,224768190580.000000,-47032475453.000000,,,-47032475453.000000,,456997715127.000000,735425022849.000000,2792620000.000000
