Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Final,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2021,3100000000.000000,-2274471840.000000,825528160.000000,-275951179.000000,-275951179.000000,-275951179.000000,549576981.000000,-299298239.000000,-310000000.000000,51823195.000000,-11150677.000000,-29970757.000000,-299298239.000000,250278742.000000,,250278742.000000,250278742.000000,,250278742.000000,250278742.000000,250278742.000000,,250278742.000000,250278742.000000,250278742.000000,,250278742.000000
12M 2022,3711666667.000000,-2447703058.000000,1263963609.000000,-571149556.000000,-571149556.000000,-571149556.000000,692814053.000000,67115965662.000000,-359166667.000000,89618174.000000,-10132374.000000,67395646529.000000,67115965662.000000,67808779715.000000,-32361890.000000,67776417825.000000,67776417825.000000,,67776417825.000000,67776417825.000000,67776417825.000000,,67776417825.000000,67776417825.000000,67776417825.000000,,67776417825.000000
12M 2023,4128606996.000000,-953994032.000000,3174612964.000000,-2676735518.000000,-2676735518.000000,-2676735518.000000,497877446.000000,-308348828.000000,-412860697.000000,129307505.000000,-15366538.000000,-9429098.000000,-308348828.000000,189528618.000000,,189528618.000000,189528618.000000,-29574000.000000,159954618.000000,189528618.000000,189528618.000000,,189528618.000000,159954618.000000,159954618.000000,,159954618.000000
12M 2024,6414262700.000000,-1828494845.000000,4585767855.000000,-5706552282.000000,-5706552282.000000,-5706552282.000000,-1120784427.000000,818891652.000000,-641426270.000000,635711819.000000,-458112711.000000,1282718814.000000,818891652.000000,-301892775.000000,,-301892775.000000,-301892775.000000,887000.000000,-301005775.000000,-301892775.000000,-302263486.000000,370711.000000,-301892775.000000,-301005775.000000,-301005775.000000,,-301005775.000000
