Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,417131.24,0.00,0.00,,1.06%,2.17%,5.46%,49.29
12M 2022,1.10 B,61.61,0.00,0.00,,73.18%,84.41%,1.28%,68.38
12M 2023,1.46 B,0.13,184.62,8.49,,0.15%,0.17%,0.48%,32.40
12M 2024,1.46 B,-0.21,-61.90,2.96,,-0.23%,-0.27%,-0.93%,-2.45
