Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2021,0.00,19201361.34,0.00,19201361.34,0 B,0 B,1 B,(3 B),1 B
12M 2022,0.00,73.00,0.00,73.00,,,,(7 B),5 B
12M 2023,0.31,77.60,0.31,77.60,0 B,0 B,1 B,(25 B),27 B
12M 2024,0.17,77.20,0.17,77.20,2 B,0 B,3 B,(3 B),1 B
