Period,Aset,Aset Lancar,Kas Dan Setara Kas,Deposito Berjangka,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Pihak Berelasi,Investasi Pada Entitas Asosiasi,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Utang Pajak,Beban Akrual,Utang Bank Jangka Pendek,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Pihak Berelasi,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,14166000000.000000,,218501000000.000000,47583000000.000000,170918000000.000000,218501000000.000000,2458000000.000000,,14522000000.000000,249647000000.000000,,35170000000.000000,101641000000.000000,458537000000.000000,,595348000000.000000,844995000000.000000,,,239005000000.000000,,57126000000.000000,90347000000.000000,147473000000.000000,5869000000.000000,1275000000.000000,18023000000.000000,,,54250000000.000000,4819000000.000000,59069000000.000000,7296000000.000000,239005000000.000000,119352000000.000000,,,101330000000.000000,8231000000.000000,109561000000.000000,9791000000.000000,119352000000.000000,358357000000.000000,,400000000000.000000,1400000000.000000,102483000000.000000,,,102483000000.000000,,-17245000000.000000,486638000000.000000,844995000000.000000,5000000000.000000
12M 2018,,,133857000000.000000,,604104000000.000000,7504000000.000000,596600000000.000000,604104000000.000000,4082000000.000000,13522000000.000000,44730000000.000000,800295000000.000000,,110112000000.000000,,1844703000000.000000,621000000.000000,1955436000000.000000,2755731000000.000000,,,774242000000.000000,,26963000000.000000,201855000000.000000,228818000000.000000,,14802000000.000000,102811000000.000000,214999000000.000000,,202290000000.000000,10522000000.000000,212812000000.000000,,774242000000.000000,738622000000.000000,84354000000.000000,,620341000000.000000,17233000000.000000,637574000000.000000,16694000000.000000,738622000000.000000,1512864000000.000000,,500000000000.000000,287995000000.000000,304738000000.000000,,,304738000000.000000,88373000000.000000,61761000000.000000,1242867000000.000000,2755731000000.000000,5000000000.000000
12M 2019,,,241081000000.000000,,601313000000.000000,9669000000.000000,591644000000.000000,601313000000.000000,7807000000.000000,33066000000.000000,89610000000.000000,972877000000.000000,,109993000000.000000,,1994065000000.000000,600000000.000000,2104658000000.000000,3077535000000.000000,,,976285000000.000000,,20158000000.000000,336281000000.000000,356439000000.000000,,7591000000.000000,72931000000.000000,284811000000.000000,,242751000000.000000,11762000000.000000,254513000000.000000,,976285000000.000000,662334000000.000000,81439000000.000000,,554323000000.000000,10826000000.000000,565149000000.000000,15746000000.000000,662334000000.000000,1638619000000.000000,,500000000000.000000,287995000000.000000,501536000000.000000,,,501536000000.000000,93927000000.000000,55458000000.000000,1438916000000.000000,3077535000000.000000,5000000000.000000
12M 2020,,,34134000000.000000,,576133000000.000000,15614000000.000000,560519000000.000000,576133000000.000000,6869000000.000000,21022000000.000000,133693000000.000000,771851000000.000000,,115090000000.000000,,1864670000000.000000,600000000.000000,1980360000000.000000,2752211000000.000000,,,936229000000.000000,,9971000000.000000,230939000000.000000,240910000000.000000,,10970000000.000000,119863000000.000000,291129000000.000000,,260143000000.000000,13214000000.000000,273357000000.000000,,936229000000.000000,384424000000.000000,82464000000.000000,,281309000000.000000,3432000000.000000,284741000000.000000,17219000000.000000,384424000000.000000,1320653000000.000000,,500000000000.000000,287995000000.000000,527470000000.000000,,,527470000000.000000,92651000000.000000,23442000000.000000,1431558000000.000000,2752211000000.000000,5000000000.000000
12M 2021,,,131500000000.000000,,463200000000.000000,15722000000.000000,447478000000.000000,463200000000.000000,1144000000.000000,34941000000.000000,131937000000.000000,762722000000.000000,,113188000000.000000,,1970557000000.000000,829000000.000000,2084574000000.000000,2847296000000.000000,,,954930000000.000000,,6582000000.000000,246407000000.000000,252989000000.000000,,8356000000.000000,44169000000.000000,404079000000.000000,,233626000000.000000,8397000000.000000,242023000000.000000,3314000000.000000,954930000000.000000,352093000000.000000,83288000000.000000,,250585000000.000000,827000000.000000,251412000000.000000,17393000000.000000,352093000000.000000,1307023000000.000000,,500000000000.000000,287995000000.000000,609640000000.000000,6000000000.000000,603640000000.000000,609640000000.000000,100483000000.000000,42155000000.000000,1540273000000.000000,2847296000000.000000,5000000000.000000
12M 2022,,,89732000000.000000,,393801000000.000000,10722000000.000000,383079000000.000000,393801000000.000000,2793000000.000000,45553000000.000000,171077000000.000000,702956000000.000000,,121472000000.000000,,1958848000000.000000,26593000000.000000,2106913000000.000000,2809869000000.000000,,,859876000000.000000,,,151821000000.000000,151821000000.000000,458000000.000000,16346000000.000000,25821000000.000000,508766000000.000000,,135808000000.000000,6473000000.000000,142281000000.000000,14383000000.000000,859876000000.000000,301969000000.000000,90637000000.000000,,195911000000.000000,1937000000.000000,197848000000.000000,13484000000.000000,301969000000.000000,1161845000000.000000,,500000000000.000000,287995000000.000000,710510000000.000000,16000000000.000000,694510000000.000000,710510000000.000000,107364000000.000000,42155000000.000000,1648024000000.000000,2809869000000.000000,5000000000.000000
12M 2023,,,72816000000.000000,16933000000.000000,516905000000.000000,,516905000000.000000,516905000000.000000,1266000000.000000,57251000000.000000,135515000000.000000,800686000000.000000,,54960000000.000000,,2625639000000.000000,27968000000.000000,2708567000000.000000,3509253000000.000000,,,889080000000.000000,,,180458000000.000000,180458000000.000000,10413000000.000000,43693000000.000000,30761000000.000000,431204000000.000000,,171121000000.000000,14298000000.000000,185419000000.000000,7132000000.000000,889080000000.000000,524233000000.000000,115366000000.000000,,379812000000.000000,14843000000.000000,394655000000.000000,14212000000.000000,524233000000.000000,1413313000000.000000,,500000000000.000000,287995000000.000000,859861000000.000000,26000000000.000000,833861000000.000000,859861000000.000000,130176000000.000000,317908000000.000000,2095940000000.000000,3509253000000.000000,5000000000.000000
12M 2024,,,75918000000.000000,43549000000.000000,549802000000.000000,23311000000.000000,526491000000.000000,549802000000.000000,18116000000.000000,80038000000.000000,69645000000.000000,837068000000.000000,,121125000000.000000,,2477538000000.000000,248471000000.000000,2847134000000.000000,3684202000000.000000,,,620990000000.000000,,22380000000.000000,181478000000.000000,203858000000.000000,419000000.000000,57853000000.000000,29891000000.000000,,,306074000000.000000,21949000000.000000,328023000000.000000,946000000.000000,620990000000.000000,923813000000.000000,81803000000.000000,,813073000000.000000,20144000000.000000,833217000000.000000,8793000000.000000,923813000000.000000,1544803000000.000000,,500000000000.000000,287995000000.000000,982631000000.000000,36000000000.000000,946631000000.000000,982631000000.000000,132957000000.000000,235816000000.000000,2139399000000.000000,3684202000000.000000,5000000000.000000
