Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2018,0.00,13575.82,0.00,13240.67,817 B,"6,407 B","7,224 B","6,908 B","(1,629 B)"
12M 2019,0.00,3576.59,0.00,3035.58,"1,676 B","7,094 B","8,770 B","8,422 B","(2,055 B)"
12M 2020,0.00,3776.37,0.00,3044.72,"3,987 B","9,446 B","13,432 B","12,916 B","(4,454 B)"
12M 2021,2.06,402.87,2.15,385.60,"2,828 B","17,131 B","19,959 B",826 B,"14,827 B"
12M 2022,1.98,404.69,2.06,388.06,"5,908 B","11,603 B","17,511 B","11,172 B","(2,314 B)"
12M 2023,1.73,408.35,1.81,390.57,"6,751 B","11,794 B","18,545 B","17,654 B","(7,665 B)"
12M 2024,1.61,399.56,1.69,382.60,"8,082 B","12,214 B","20,296 B","19,699 B","(8,839 B)"
