Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2018,0.00,1255916.52,0.00,1244279.83,147 B,,147 B,144 B,(31 B)
12M 2019,0.00,1204402.54,0.00,1191952.40,141 B,20 B,161 B,153 B,(21 B)
12M 2020,0.00,1187646.10,0.00,1171517.76,139 B,18 B,158 B,154 B,(24 B)
12M 2021,1.46,121.72,1.46,121.64,141 B,13 B,155 B,124 B,16 B
12M 2022,3.57,130.56,3.57,130.49,171 B,7 B,178 B,176 B,(46 B)
12M 2023,0.90,113.49,0.90,113.47,172 B,3 B,175 B,175 B,(67 B)
12M 2024,0.96,52.14,0.96,52.13,170 B,0 B,171 B,170 B,(103 B)
