Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Kas Dari Pelanggan,Pembayaran Kas Kepada Pemasok,Pembayaran Kas Kepada Karyawan,Pembayaran Kas Untuk Beban Usaha,Adjustment,Pembayaran Pajak Penghasilan,Penerimaan Penghasilan Keuangan,Pembayaran Beban Keuangan,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Penambahan Piutang Lain Pihak Berelasi,Pembelian Investasi Pada Entitas Asosiasi,Penghasilan Dari Penjualan Aset Tetap,Pembayaran Uang Muka Pembelian Aset Tetap,Perolehan Aset Tetap,Penambahan Aset Tidak Berwujud,Perolehan Entitas Anak,Investasi (Shareholder),Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penerimaan (Pembayaran) Utang Lain-Lain Pihak Berelasi,Penambahan Modal Disetor,Pembayaran Biaya Emisi,Penerimaan Agio Saham,Penerimaan Dari Utang Bank Jangka Pendek,Pembayaran Utang Bank Jangka Pendek,Penerimaan Utang Bank Jangka Panjang,Pembayaran Utang Bank Jangka Panjang,Penerimaan (Pembayaran) Utang Lain-Lain - Pihak Ketiga,Penerimaan Pinjaman Dari Lembaga Keuangan Non-Bank,Pembayaran Pinjaman Kepada Lembaga Keuangan Non-Bank,Penerimaan Pinjaman Jangka Panjang,Pembayaran Pinjaman Jangka Panjang,Penerimaan Utang Pembiayaan Konsumen,Pembayaran Utang Pembiayaan Konsumen,Pembayaran Liabilitas Sewa,Penerimaan Utang Jangka Menengah (Mtn),Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2018,-25108396504.000000,186688108536.000000,-165219395549.000000,-18450433592.000000,-13561896185.000000,,-1016580723.000000,15147649.000000,-13563346640.000000,-25108396504.000000,-1528915732.000000,,-991000000.000000,,,-290636100.000000,-247279632.000000,,,-1528915732.000000,27930976919.000000,7730000000.000000,,,,147103210005.000000,-126902233086.000000,,,,,,,,,,,,27930976919.000000,1293664683.000000,1880771147.000000,3174435830.000000
12M 2019,13015554679.000000,248579685528.000000,-169394239484.000000,-24847932712.000000,-25122358026.000000,,-1463670065.000000,17597135.000000,-14753527697.000000,13015554679.000000,-12900017225.000000,-197931353.000000,,,,-12684800000.000000,-17285872.000000,,,-12900017225.000000,5102337977.000000,-7730000000.000000,,,,189154406741.000000,-202260992054.000000,31645647299.000000,-4433446194.000000,,,,,,596722185.000000,,-1870000000.000000,,5102337977.000000,5217875431.000000,3174435830.000000,8392311261.000000
12M 2020,53589753971.000000,315963067571.000000,-182365253686.000000,-38170706530.000000,-22661762928.000000,,-2199048068.000000,,-16976542388.000000,53589753971.000000,-52022028915.000000,-43252486408.000000,,60000000.000000,,-8476317132.000000,-353225375.000000,,,-52022028915.000000,-5629182935.000000,,,,,185783183600.000000,-188824323518.000000,7516626816.000000,-7621695111.000000,,,,,,,-442974722.000000,-2040000000.000000,,-5629182935.000000,-4061457879.000000,8392311261.000000,4330853382.000000
12M 2021,-25304768656.000000,323419770945.000000,-233778447153.000000,-54128577989.000000,-42339109103.000000,,-2759933753.000000,,-15718471603.000000,-25304768656.000000,-63358549836.000000,910117761.000000,,243000000.000000,-44553999982.000000,-13173079315.000000,-16588300.000000,-6768000000.000000,,-63358549836.000000,114540455542.000000,,108189000000.000000,-6580711940.000000,17014500000.000000,39107651363.000000,-36960180000.000000,3854560000.000000,-8928468396.000000,,,,,,,-135895485.000000,-1020000000.000000,,114540455542.000000,25877137050.000000,4330853382.000000,30207990432.000000
12M 2022,-13813103995.000000,344027476589.000000,-259653308553.000000,-44259968775.000000,-35162493443.000000,,-3004003810.000000,,-15760806003.000000,-13813103995.000000,-38120471710.000000,,,195000000.000000,-30601200000.000000,-7714271710.000000,,,,-38120471710.000000,23592537256.000000,,,,,241563527648.000000,-209453078178.000000,,-8500060236.000000,,,,,,,-17851978.000000,,,23592537256.000000,-28341038449.000000,30207990432.000000,1866951983.000000
12M 2023,9128153800.000000,252365971705.000000,-144751076628.000000,-43609502846.000000,-33638576244.000000,,-1483421509.000000,,-19755240678.000000,9128153800.000000,-7094284179.000000,,,,,-7094284179.000000,,,,-7094284179.000000,-3670735055.000000,,,,,210184964533.000000,-206572732806.000000,,-6108817189.000000,-537199593.000000,,,,,,,-636950000.000000,,-3670735055.000000,-1636865434.000000,1866951983.000000,230086549.000000
12M 2024,-26581216517.000000,188092149195.000000,-147409960137.000000,-35065914832.000000,-12816263433.000000,,-545479150.000000,,-18835748160.000000,-26581216517.000000,-1577039414.000000,,,,,-1568349414.000000,-8690000.000000,,,-1577039414.000000,28278868686.000000,171315737.000000,,,,143216187380.000000,-143385327960.000000,,-4564615403.000000,1620466465.000000,,,1090948467.000000,-407256000.000000,,,-740850000.000000,31278000000.000000,28278868686.000000,120612755.000000,230086549.000000,350699304.000000
