Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,(25 B),(1 B),(26 B),-1206885.28
12M 2019,13 B,(13 B),0 B,14751.47
12M 2020,54 B,(9 B),45 B,2106362.89
12M 2021,(25 B),(13 B),(38 B),-35.05
12M 2022,(14 B),(8 B),(22 B),-19.59
12M 2023,9 B,(7 B),2 B,1.85
12M 2024,(27 B),(2 B),(28 B),-25.62
