Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan Konsumen,Pinjaman Jangka Panjang,Utang Bank Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain-Lain,Utang Pembiayaan Konsumen,Pinjaman Jangka Panjang,Utang Bank Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,3174435830.000000,44258556213.000000,44258556213.000000,,44258556213.000000,15000000.000000,15000000.000000,,15000000.000000,82659951798.000000,15401685107.000000,145509628948.000000,,1511324828.000000,60650449228.000000,247279632.000000,991000000.000000,63400053688.000000,208909682636.000000,,,176276965652.000000,147103210005.000000,18514138843.000000,,,18514138843.000000,,,7730000000.000000,7730000000.000000,1730748056.000000,81000000.000000,,,,,,,1117868748.000000,176276965652.000000,5952837895.000000,,,,,,,,5952837895.000000,5952837895.000000,182229803547.000000,,21250000000.000000,,5667497530.000000,,,5667497530.000000,-8346997.000000,-229271444.000000,26679879089.000000,208909682636.000000,21250.000000
12M 2019,,,8392311261.000000,94649878589.000000,94649878589.000000,,94649878589.000000,207931353.000000,10000000.000000,197931353.000000,207931353.000000,41446892714.000000,13353172118.000000,158050186035.000000,,2593000015.000000,75474428059.000000,264565504.000000,1409146818.000000,79741140396.000000,237791326431.000000,,,179262067946.000000,133306648586.000000,25552312074.000000,,,25552312074.000000,2000000000.000000,,,2000000000.000000,2081001036.000000,665881597.000000,,440612876.000000,,7427161045.000000,1548976623.000000,9416750544.000000,6239474109.000000,179262067946.000000,32943845897.000000,,,156109309.000000,,19756688002.000000,5610443391.000000,25523240702.000000,7420605195.000000,32943845897.000000,212205913843.000000,,21250000000.000000,,4850342944.000000,,,4850342944.000000,-8141353.000000,-506789003.000000,25585412588.000000,237791326431.000000,21250.000000
12M 2020,,,4330853382.000000,79110056696.000000,79110056696.000000,,79110056696.000000,43593041459.000000,142623698.000000,43450417761.000000,43593041459.000000,44421614344.000000,30901218751.000000,202356784632.000000,,3809898875.000000,75129160814.000000,342727116.000000,438546818.000000,79720333623.000000,282077118255.000000,,,225979859380.000000,130718587240.000000,73852368662.000000,,,73852368662.000000,4000000000.000000,,,4000000000.000000,1944329131.000000,3590612111.000000,,135841932.000000,,8630817154.000000,1674329194.000000,10440988280.000000,1432973956.000000,225979859380.000000,30872105799.000000,,,17905531.000000,,18355679071.000000,3936114197.000000,22309698799.000000,8562407000.000000,30872105799.000000,256851965179.000000,,21250000000.000000,-707500000.000000,7988347482.000000,,,7988347482.000000,-12326498.000000,-3293367908.000000,25225153076.000000,282077118255.000000,21250.000000
12M 2021,,,30207990432.000000,75821174198.000000,75821174198.000000,,75821174198.000000,97512098.000000,97512098.000000,,97512098.000000,74215998605.000000,57388800831.000000,237731476164.000000,,3551179140.000000,85930492282.000000,83681854.000000,50125828299.000000,139691181575.000000,377422657739.000000,,,221386799508.000000,132866058603.000000,66287455046.000000,,,66287455046.000000,4000000000.000000,,,4000000000.000000,2868662178.000000,1413649505.000000,,17851978.000000,,8309502781.000000,,8327354759.000000,5623619417.000000,221386799508.000000,22375411753.000000,,,,,13436214753.000000,,13436214753.000000,8939197000.000000,22375411753.000000,243762211261.000000,,54946000000.000000,73273779573.000000,5498090789.000000,,,5498090789.000000,-10859572.000000,-46564312.000000,133660446478.000000,377422657739.000000,1098200000.000000
12M 2022,,,1866951983.000000,63200100096.000000,63200100096.000000,,63200100096.000000,114762098.000000,114762098.000000,,114762098.000000,120292064016.000000,19619471255.000000,205093349448.000000,,2358549724.000000,126246587049.000000,69273075.000000,73940200000.000000,202614609848.000000,407707959296.000000,,,250914615348.000000,164075657735.000000,63871085811.000000,,,63871085811.000000,8778812861.000000,,,8778812861.000000,2019968820.000000,1170735347.000000,,,,6930974820.000000,,6930974820.000000,4067379954.000000,250914615348.000000,13330467532.000000,,,,,6894060532.000000,,6894060532.000000,6436407000.000000,13330467532.000000,264245082880.000000,,54946000000.000000,73273779573.000000,13228364558.000000,,,13228364558.000000,-7588476.000000,2022320761.000000,143462876416.000000,407707959296.000000,1098920000.000000
12M 2023,,,230086549.000000,65832017529.000000,65832017529.000000,,65832017529.000000,242022587.000000,242022587.000000,,242022587.000000,127609129823.000000,15932968569.000000,209846225057.000000,,2997716833.000000,124916245895.000000,27372933.000000,73940200000.000000,201881535661.000000,411727760718.000000,,,277221694298.000000,167687889462.000000,82287643971.000000,,,82287643971.000000,,8241613268.000000,,8241613268.000000,5599502104.000000,1860188356.000000,,,,4524586887.000000,717470402.000000,5242057289.000000,6302799848.000000,277221694298.000000,9795698747.000000,,,,,2594481579.000000,657069168.000000,3251550747.000000,6544148000.000000,9795698747.000000,287017393045.000000,,54946000000.000000,73273779573.000000,-6237209961.000000,,,-6237209961.000000,-8295609.000000,2736093670.000000,124710367673.000000,411727760718.000000,1098920000.000000
12M 2024,,,350699304.000000,18473305024.000000,18473305024.000000,,18473305024.000000,366742022.000000,38242022.000000,328500000.000000,366742022.000000,123069761762.000000,15594627291.000000,157855135403.000000,,8925436600.000000,116851871144.000000,8697856.000000,73940200000.000000,199726205600.000000,357581341003.000000,,,260979654423.000000,167518748882.000000,65071091905.000000,,,65071091905.000000,,9862079733.000000,171315737.000000,10033395470.000000,6001456176.000000,2321457676.000000,,,346923023.000000,2554453063.000000,602995952.000000,3504372038.000000,6529132276.000000,260979654423.000000,39320021539.000000,,,,336769444.000000,,93924095.000000,430693539.000000,38889328000.000000,39320021539.000000,300299675962.000000,,54946000000.000000,73273779573.000000,-74106402266.000000,,,-74106402266.000000,-11174316.000000,3179462050.000000,57281665041.000000,357581341003.000000,1098920000.000000
