Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Adjustment,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Adjustment,Total Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Adjustment,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,178453467504.000000,-143489825707.000000,34963641797.000000,-18429870429.000000,-5789383416.000000,-11469960046.000000,-1170526967.000000,-18429870429.000000,16533771368.000000,-13548198991.000000,-13548198991.000000,,-13548198991.000000,2985572377.000000,141875049.000000,-1369449779.000000,1511324828.000000,,141875049.000000,3127447426.000000,1338051605.000000,,,,,1338051605.000000,1338051605.000000,1338139925.000000,-88320.000000,1338051605.000000,1338051605.000000,1338051605.000000,,1338051605.000000
12M 2019,296375241677.000000,-237379479830.000000,58995761847.000000,-44497071223.000000,-19265276955.000000,-16844892101.000000,-8386902167.000000,-44497071223.000000,14498690624.000000,-14735930562.000000,-14735930562.000000,,-14735930562.000000,-237239938.000000,-491820563.000000,-1451693750.000000,959873187.000000,,-491820563.000000,-729060501.000000,-816957334.000000,-370600358.000000,,-370600358.000000,-370600358.000000,-1187557692.000000,-816957334.000000,-817154586.000000,197252.000000,-816957334.000000,-1187557692.000000,-1187566084.000000,8392.000000,-1187557692.000000
12M 2020,308228612302.000000,-232587012518.000000,75641599784.000000,-55515225548.000000,-24778389774.000000,-23870912888.000000,-6865922886.000000,-55515225548.000000,20126374236.000000,-16976542388.000000,-16976542388.000000,,-16976542388.000000,3149831848.000000,-1184341960.000000,-1955096220.000000,770754260.000000,,-1184341960.000000,1965489888.000000,3134922988.000000,-902335875.000000,,-902335875.000000,-902335875.000000,2232587113.000000,3134922988.000000,3138004538.000000,-3081550.000000,3134922988.000000,2232587113.000000,2233690708.000000,-1103595.000000,2232587113.000000
12M 2021,315940242985.000000,-241026143506.000000,74914099479.000000,-54539725879.000000,-31797241294.000000,-26233561941.000000,3491077356.000000,-54539725879.000000,20374373600.000000,-15718471603.000000,-15718471603.000000,,-15718471603.000000,4655901997.000000,-1992503875.000000,-2105275920.000000,112772045.000000,,-1992503875.000000,2663398122.000000,4911439431.000000,1225537560.000000,,1225537560.000000,1225537560.000000,6136976991.000000,4911439431.000000,4909743307.000000,1696124.000000,4911439431.000000,6136976991.000000,6136716149.000000,260842.000000,6136976991.000000
12M 2022,332022697554.000000,-245183003281.000000,86839694273.000000,-59544807441.000000,-30537895086.000000,-31603824157.000000,2596911802.000000,-59544807441.000000,27294886832.000000,-15760805938.000000,-15760805938.000000,,-15760805938.000000,11534080894.000000,-3801337276.000000,-3192465540.000000,-608871736.000000,,-3801337276.000000,7732743618.000000,7732743618.000000,2069686320.000000,,2069686320.000000,2069686320.000000,9802429938.000000,7732743618.000000,7730273769.000000,2469849.000000,7732743618.000000,9802429938.000000,9801628691.000000,801247.000000,9802429938.000000
12M 2023,255596886518.000000,-186994300293.000000,68602586225.000000,-68107286270.000000,-27958837883.000000,-33860068714.000000,-6288379673.000000,-68107286270.000000,495299955.000000,-19859348607.000000,-19859348607.000000,,-19859348607.000000,-19364048652.000000,-102235751.000000,-942724200.000000,840488449.000000,,-102235751.000000,-19466284403.000000,-19466284403.000000,713775660.000000,,713775660.000000,713775660.000000,-18752508743.000000,-19466284403.000000,-19465574519.000000,-709884.000000,-19466284403.000000,-18752508743.000000,-18752511494.000000,2751.000000,-18752508743.000000
12M 2024,167392380360.000000,-134204688330.000000,33187692030.000000,-87599489006.000000,-21021764031.000000,-35127476054.000000,-31450248921.000000,-87599489006.000000,-54411796976.000000,-18922886083.000000,-18922886083.000000,,-18922886083.000000,-73334683059.000000,5462612047.000000,-590160340.000000,6052772387.000000,,5462612047.000000,-67872071012.000000,-67872071012.000000,443368380.000000,,443368380.000000,443368380.000000,-67428702632.000000,-67872071012.000000,-67869192305.000000,-2878707.000000,-67872071012.000000,-67428702632.000000,-67425823925.000000,-2878707.000000,-67428702632.000000
