Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Laba (Rugi) Selisih Kurs,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Adjustment,Total Beban Pajak Penghasilan,Proforma Laba Bersih Dari Transaksi Restrukturisasi Entitas Sepengendali,Penyesuaian Proforma,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,126015678.000000,-98372026.000000,27643652.000000,-9429980.000000,-4408378.000000,-5021602.000000,-9429980.000000,18213672.000000,-5860805.000000,2752.000000,-5679882.000000,-768851.000000,585176.000000,-5860805.000000,12352867.000000,-2806928.000000,-2491406.000000,-315522.000000,,-2806928.000000,9545939.000000,-4767081.000000,4778858.000000,223121.000000,223121.000000,223121.000000,5001979.000000,4778858.000000,4778858.000000,,4778858.000000,5001979.000000,5001979.000000,,5001979.000000
12M 2018,151099152.000000,-123928089.000000,27171063.000000,-11322791.000000,-6828661.000000,-4494130.000000,-11322791.000000,15848272.000000,-6467211.000000,129087.000000,-6662806.000000,522789.000000,-456281.000000,-6467211.000000,9381061.000000,-423304.000000,-310944.000000,-112360.000000,,-423304.000000,8957757.000000,,8957757.000000,527948.000000,527948.000000,527948.000000,9485705.000000,8957757.000000,8957757.000000,,8957757.000000,9485705.000000,9485705.000000,,9485705.000000
12M 2019,142695610.000000,-113282105.000000,29413505.000000,-11419236.000000,-6845507.000000,-4573729.000000,-11419236.000000,17994269.000000,-7808312.000000,160409.000000,-8683959.000000,67995.000000,647243.000000,-7808312.000000,10185957.000000,-4436020.000000,-3412489.000000,-1023531.000000,,-4436020.000000,5749937.000000,,5749937.000000,-36503.000000,-36503.000000,-36503.000000,5713434.000000,5749937.000000,5749937.000000,,5749937.000000,5713434.000000,5713434.000000,,5713434.000000
12M 2020,170581115.000000,-135254796.000000,35326319.000000,-14203730.000000,-9125433.000000,-5078297.000000,-14203730.000000,21122589.000000,-9051456.000000,161652.000000,-8963404.000000,48023.000000,-297727.000000,-9051456.000000,12071133.000000,-1821660.000000,-1500360.000000,-321300.000000,,-1821660.000000,10249473.000000,,10249473.000000,112640.000000,112640.000000,112640.000000,10362113.000000,10249473.000000,10249473.000000,,10249473.000000,10362113.000000,10362113.000000,,10362113.000000
12M 2021,175769252.000000,-134899939.000000,40869313.000000,-21487128.000000,-17283320.000000,-4203808.000000,-21487128.000000,19382185.000000,-7332142.000000,16181.000000,-8548716.000000,1134401.000000,65992.000000,-7332142.000000,12050043.000000,-2755675.000000,-2414047.000000,-341628.000000,,-2755675.000000,9294368.000000,,9294368.000000,81649.000000,81649.000000,81649.000000,9376017.000000,9294368.000000,9294368.000000,,9294368.000000,9376017.000000,9376017.000000,,9376017.000000
12M 2022,190671111.000000,-155746420.000000,34924691.000000,-21994144.000000,-16502852.000000,-5491292.000000,-21994144.000000,12930547.000000,-5762697.000000,46841.000000,-8492267.000000,2595193.000000,87536.000000,-5762697.000000,7167850.000000,375473.000000,,375473.000000,,375473.000000,7543323.000000,,7543323.000000,70209.000000,70209.000000,70209.000000,7613532.000000,7543323.000000,7543323.000000,,7543323.000000,7613532.000000,7613532.000000,,7613532.000000
12M 2023,187877008.000000,-157733849.000000,30143159.000000,-17548337.000000,-11766908.000000,-5781429.000000,-17548337.000000,12594822.000000,-10889034.000000,49310.000000,-10574228.000000,-257945.000000,-106171.000000,-10889034.000000,1705788.000000,-1624541.000000,-1087151.000000,-537390.000000,,-1624541.000000,81247.000000,,81247.000000,-38337.000000,-38337.000000,-38337.000000,42910.000000,81247.000000,81247.000000,,81247.000000,42910.000000,42910.000000,,42910.000000
