Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Piutang Pihak Berelasi,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Pihak Berelasi,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,3372539.000000,18686955.000000,18686955.000000,,18686955.000000,11301.000000,11301.000000,,11301.000000,125448467.000000,,6635396.000000,154154658.000000,,17008642.000000,762607.000000,94577.000000,17865826.000000,172020484.000000,,,133409651.000000,112907725.000000,,12638511.000000,,12638511.000000,,1641.000000,,1641.000000,4115203.000000,760744.000000,,2963008.000000,22819.000000,2985827.000000,,133409651.000000,7788764.000000,,,6023192.000000,31476.000000,,6054668.000000,1734096.000000,7788764.000000,141198415.000000,,17646266.000000,8104954.000000,5070849.000000,,,5070849.000000,,30822069.000000,172020484.000000,200000.000000
12M 2018,,,4765718.000000,22919300.000000,22919300.000000,,22919300.000000,89007.000000,89007.000000,,89007.000000,135745457.000000,,9975165.000000,173494647.000000,,35423953.000000,474264.000000,236143.000000,36134360.000000,209629007.000000,,,164661190.000000,140897042.000000,,17582453.000000,,17582453.000000,,,,,2471928.000000,1124457.000000,,2554637.000000,30673.000000,2585310.000000,,164661190.000000,4660043.000000,,,3469520.000000,7251.000000,,3476771.000000,1183272.000000,4660043.000000,169321233.000000,,17646266.000000,8104954.000000,14556554.000000,,,14556554.000000,,40307774.000000,209629007.000000,200000.000000
12M 2019,,,4580405.000000,22078502.000000,22078502.000000,,22078502.000000,29832.000000,29832.000000,,29832.000000,155711129.000000,,12603944.000000,195003812.000000,,41948999.000000,,208243.000000,42157242.000000,237161054.000000,,,176725886.000000,157416690.000000,,12108670.000000,,12108670.000000,,,,,3311163.000000,766722.000000,,3091348.000000,31293.000000,3122641.000000,,176725886.000000,14413960.000000,5973403.000000,,6278172.000000,48949.000000,,6327121.000000,2113436.000000,14413960.000000,191139846.000000,,17646266.000000,8104954.000000,20269988.000000,,,20269988.000000,,46021208.000000,237161054.000000,200000.000000
12M 2020,,,3262704.000000,24160808.000000,24160808.000000,,24160808.000000,1475.000000,1475.000000,,1475.000000,169902152.000000,,10672890.000000,208000029.000000,,39892636.000000,,241908.000000,40134544.000000,248134573.000000,,,170888061.000000,149601393.000000,,12905812.000000,,12905812.000000,,,,,4571354.000000,1236299.000000,,2397472.000000,25449.000000,2422921.000000,150282.000000,170888061.000000,12461804.000000,5947940.000000,,3880697.000000,22835.000000,,3903532.000000,2610332.000000,12461804.000000,183349865.000000,,20146679.000000,14005928.000000,30632101.000000,4065041.000000,26567060.000000,30632101.000000,,64784708.000000,248134573.000000,2353000000.000000
12M 2021,,,2802435.000000,40657788.000000,40657788.000000,,40657788.000000,5550.000000,5550.000000,,5550.000000,171237462.000000,,14303607.000000,229006842.000000,,39515725.000000,,54871.000000,39570596.000000,268577438.000000,,,189166183.000000,157837059.000000,,23032200.000000,,23032200.000000,,,,,5218932.000000,1191193.000000,,1704127.000000,22693.000000,1726820.000000,159979.000000,189166183.000000,5742367.000000,,,2972608.000000,,,2972608.000000,2769759.000000,5742367.000000,194908550.000000,,20146679.000000,13610505.000000,39911704.000000,4065041.000000,35846663.000000,39911704.000000,,73668888.000000,268577438.000000,2353000000.000000
12M 2022,,,10201831.000000,41133850.000000,41133850.000000,,41133850.000000,1211.000000,1211.000000,,1211.000000,180652596.000000,,15728590.000000,247718078.000000,,48732293.000000,,1057682.000000,49789975.000000,297508053.000000,,,209325960.000000,172350541.000000,,30745138.000000,,30745138.000000,,,,,2889131.000000,1587531.000000,,1728038.000000,25581.000000,1753619.000000,,209325960.000000,6899673.000000,,,4561064.000000,,5166.000000,4566230.000000,2333443.000000,6899673.000000,216225633.000000,,20146679.000000,13610505.000000,47525236.000000,4065041.000000,43460195.000000,47525236.000000,,81282420.000000,297508053.000000,2353000000.000000
12M 2023,,,11506273.000000,44882542.000000,44882542.000000,,44882542.000000,,,,,171155665.000000,,17580902.000000,245125382.000000,,53932343.000000,,666977.000000,54599320.000000,299724702.000000,,,209005691.000000,182733236.000000,,21711682.000000,,21711682.000000,,,,,946452.000000,1097938.000000,,2511111.000000,5272.000000,2516383.000000,,209005691.000000,9393681.000000,,,6200000.000000,,,6200000.000000,3193681.000000,9393681.000000,218399372.000000,,20146679.000000,13610505.000000,47568146.000000,4065041.000000,43503105.000000,47568146.000000,,81325330.000000,299724702.000000,2353000000.000000
