Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,"15,212 B","(1,095 B)","14,117 B",2014.39
12M 2022,"48,886 B","(1,847 B)","47,039 B",6711.98
12M 2023,"9,189 B","(4,184 B)","5,005 B",714.20
12M 2024,"19,364 B","(5,979 B)","13,386 B",1718.98
