Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Bagian Atas Hasil Bersih Entitas Asosiasi Dan Pengendalian Bersama Entitas,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2021,3862139000.0,-2369331000.0,1492808000.0,-223076000.0,-170862000.0,-52214000.0,-223076000.0,1269732000.0,-44416000.0,-71919000.0,41596000.0,-14093000.0,-44416000.0,1225316000.0,-396039000.0,829277000.0,68860000.0,898137000.0,829277000.0,731938000.0,97339000.0,829277000.0,898137000.0,798669000.0,99468000.0,898137000.0
12M 2022,7725933000.0,-3776856000.0,3949077000.0,-323172000.0,-290352000.0,-32820000.0,-323172000.0,3625905000.0,222169000.0,-68785000.0,55980000.0,234974000.0,222169000.0,3848074000.0,-1498502000.0,2349572000.0,25534000.0,2375106000.0,2349572000.0,2064740000.0,284832000.0,2349572000.0,2375106000.0,2090990000.0,284116000.0,2375106000.0
12M 2023,5915408000.0,-4186532000.0,1728876000.0,-337517000.0,-311777000.0,-25740000.0,-337517000.0,1391359000.0,168616000.0,-74611000.0,111322000.0,131905000.0,168616000.0,1559975000.0,-274084000.0,1285891000.0,14441000.0,1300332000.0,1285891000.0,1143813000.0,142078000.0,1285891000.0,1300332000.0,1156964000.0,143368000.0,1300332000.0
12M 2024,5319582000.0,-3853631000.0,1465951000.0,15266000.0,-315504000.0,330770000.0,15266000.0,1481217000.0,58859000.0,-77808000.0,85553000.0,51114000.0,58859000.0,1540076000.0,-213340000.0,1326736000.0,-20511000.0,1306225000.0,1326736000.0,1210798000.0,115938000.0,1326736000.0,1306225000.0,1191700000.0,114525000.0,1306225000.0
