Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Kas Dari Pelanggan,Penerimaan Bunga,Pembayaran Kas Kepada Pemasok,Pembayaran Royalti,Pembayaran Pajak Penghasilan Badan,Penerimaan Restitusi Pajak,Penerimaan Pengembalian Ppn,Pembayaran Kepada Karyawan,Pembayaran Pnbp Dan Pendapatan Penerimaan Daerah,Pembayaran Bunga Dan Beban Keuangan,Penerimaan/(Pembayaran) Lain-Lain,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Penerimaan Kas Dari Divestasi Entitas Asosiasi Dan Entitas Anak,Penerimaan Pembayaran Kembali Pinjaman Ke Pihak Berelasi,Penerimaan Hasil Penjualan Investasi Lain-Lain,Penerimaan Pencairan Deposito Berjangka Yang Dibatasi Penggunaannya,Hasil Penjualan Aset Tetap,Pembayaran Atas Akuisisi Entitas Sepengendali,Perolehan Aset Tetap,Pembelian Investasi Lain-Lain,Pemberian Pinjaman Pihak Berelasi,Penambahan Properti Pertambangan,Penempatan Deposito Berjangka Yang Dibatasi Penggunaannya,Pembayaran Atas Aset Tidak Berwujud,Pembayaran Atas Penambahan Investasi Pada Ventura Bersama,Pembelian Senior Notes,Penerimaan Pembayaran Kembali Pinjaman Ke Pihak Ketiga,Pemberian Pinjaman Pihak Ketiga,Penerimaan Dividen Dari Investasi Pada Asosiasi,Penerimaan Dari Piutang Lain-Lain,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Pembayaran Divivden Kepada Pemegang Saham Perusahaan,Pembayaran Dividen Kepada Pihak Non-Pengendali,Pembayaran Senior Notes,Pembayaran Pinjaman Dari Pihak Berelasi,Pembayaran Utang Bank,Pembayaran Utang Sewa Pembiayaan,Pembayaran Biaya Transaksi Atas Utang Bank,Penerimaan Pinjaman Dari Pihak Berelasi,Penerimaan Utang Bank,Penerimaan Pinjaman Dari Pihak Ketiga,Pembayaran Pinjaman Dari Pihak Ketiga,Penerimaan Dari Kepentingan Non-Pengendali Atas Akuisisi Kepentingan Pada Entitas Anak,Akuisisi Kepentingan Pada Entitas Anak Dari Kepentingan Non-Pengendali,Penerimaan Setoran Modal Dari Pihak Non-Pengendali,Penerimaan Uang Muka Setoran Modal Dari Pihak Non-Pengendali,Penerimaan Pembayaran Yang Ditangguhkan Dari Kepentingan Non-Pengendali,Penerimaan Atas Penerbitan Saham,Pembayaran Biaya Emisi Saham,Penerimaan Atas Penerbitan Saham Entitas Anak,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Akhir Periode
12M 2021,1065404000.000000,3647621000.000000,28007000.000000,-1713912000.000000,-499412000.000000,-272277000.000000,3457000.000000,11735000.000000,-80441000.000000,,-64751000.000000,5377000.000000,1065404000.000000,122501000.000000,380000000.000000,51126000.000000,13607000.000000,400000.000000,8153000.000000,,-49607000.000000,-112920000.000000,-76628000.000000,-27055000.000000,-1761000.000000,-159000.000000,-60393000.000000,,248000.000000,-2510000.000000,,,122501000.000000,-379701000.000000,-580747000.000000,-17810000.000000,,-98914000.000000,-487500000.000000,-3024000.000000,-10897000.000000,186900000.000000,641000000.000000,3614000.000000,-9046000.000000,,-3627000.000000,350000.000000,,,,,,-379701000.000000,808204000.000000,1100076000.000000,-816000.000000,1907464000.000000
12M 2022,3135343000.000000,7521465000.000000,54044000.000000,-2532687000.000000,-1043571000.000000,-743289000.000000,2881000.000000,20838000.000000,-80989000.000000,,-60515000.000000,-2834000.000000,3135343000.000000,251105000.000000,,761110000.000000,138769000.000000,20000.000000,234000.000000,,-99312000.000000,-344940000.000000,-273909000.000000,-19168000.000000,-1960000.000000,-1610000.000000,-196000.000000,-42927000.000000,,,3230000.000000,131764000.000000,251105000.000000,-1486570000.000000,-1511144000.000000,-207809000.000000,,-48000000.000000,-61630000.000000,-5545000.000000,,40000000.000000,7520000.000000,,-358000.000000,,,,,66700000.000000,,,233696000.000000,-1486570000.000000,1899878000.000000,1503070000.000000,-22609000.000000,3380339000.000000
12M 2023,595206000.000000,6095300000.000000,111088000.000000,-2927993000.000000,-1357339000.000000,-1318354000.000000,253000.000000,148315000.000000,-93520000.000000,,-71961000.000000,9417000.000000,595206000.000000,-79015000.000000,3034000.000000,189003000.000000,146660000.000000,607000.000000,463000.000000,-107000.000000,-248550000.000000,-114363000.000000,-19150000.000000,-22461000.000000,-1995000.000000,-1192000.000000,-3934000.000000,-7030000.000000,,,,,-79015000.000000,-1365907000.000000,-1013780000.000000,-133541000.000000,,-11504000.000000,-284800000.000000,-6220000.000000,-9029000.000000,8047000.000000,50980000.000000,3076000.000000,-3256000.000000,106000.000000,,18614000.000000,,15400000.000000,,,,-1365907000.000000,-849716000.000000,3380339000.000000,3857000.000000,2534480000.000000
12M 2024,1198515000.000000,5330411000.000000,83978000.000000,-2994774000.000000,-947805000.000000,-255674000.000000,6924000.000000,190160000.000000,-98998000.000000,-44169000.000000,-81376000.000000,9838000.000000,1198515000.000000,197627000.000000,510304000.000000,332531000.000000,18478000.000000,729000.000000,1210000.000000,-219156000.000000,-350502000.000000,-39166000.000000,-101775000.000000,-19547000.000000,-1133000.000000,-1068000.000000,-879000.000000,49957000.000000,,,17644000.000000,,197627000.000000,-2390458000.000000,-2971696000.000000,-188009000.000000,-750000000.000000,-166339000.000000,-84816000.000000,-6545000.000000,-2905000.000000,875099000.000000,604416000.000000,15596000.000000,,,,,,15800000.000000,272166000.000000,-3225000.000000,,-2390458000.000000,-994316000.000000,2534480000.000000,-21476000.000000,1518688000.000000
