Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,7.01 B,1494.71,0.00,0.00,"23,104.99 B",11.85%,22.07%,49.96%,17.66
12M 2022,7.01 B,4382.72,0.00,0.00,"59,004.53 B",24.73%,47.86%,65.80%,52.71
12M 2023,7.01 B,2489.68,0.00,0.00,"22,731.04 B",16.00%,25.88%,24.61%,18.65
12M 2024,7.79 B,2464.53,3.44,0.78,"25,117.80 B",19.82%,39.61%,28.63%,19.04
