Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,696.59,0.00,0.00,1.82 B,2.56%,4.08%,13.10%,9.25
12M 2022,0.00 B,4921.61,0.00,0.00,6.46 B,10.96%,25.79%,31.06%,10.24
12M 2023,0.01 B,934.09,0.00,0.00,8.92 B,9.61%,24.68%,30.57%,8.36
12M 2024,0.68 B,1.73,0.00,0.00,5.43 B,2.06%,5.85%,11.88%,2.90
