Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Bank Jangka Pendek,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2021,,,8168888.000000,4801521636.000000,4459092636.000000,342429000.000000,4801521636.000000,,,,,1526545757.000000,,6336236281.000000,,14022774508.000000,27766527.000000,,14050541035.000000,20386777316.000000,,,7049791174.000000,,3197128656.000000,130680000.000000,3327808656.000000,,,649313569.000000,649313569.000000,,1733180067.000000,584201984.000000,,399468898.000000,39960000.000000,,,439428898.000000,315858000.000000,7049791174.000000,532616959.000000,,307451959.000000,109890000.000000,,,417341959.000000,,115275000.000000,532616959.000000,7582408133.000000,,750000000.000000,,12204369183.000000,100000000.000000,12104369183.000000,12204369183.000000,,-150000000.000000,12804369183.000000,20386777316.000000,750000.000000
12M 2022,,,487788218.000000,13213985794.000000,13096684794.000000,117301000.000000,13213985794.000000,,,,,2059781812.000000,,15761555824.000000,,16911598903.000000,19028352.000000,1000000000.000000,17930627255.000000,33692183079.000000,,,12880968563.000000,,7406664091.000000,611496900.000000,8018160991.000000,,,936475.000000,936475.000000,,3426519732.000000,637899509.000000,,175761156.000000,480463200.000000,,,656224356.000000,141227500.000000,12880968563.000000,6495963121.000000,,5135109321.000000,1222070800.000000,,,6357180121.000000,,138783000.000000,6495963121.000000,19376931684.000000,,750000000.000000,,13695573555.000000,125000000.000000,13570573555.000000,13695573555.000000,,-130322160.000000,14315251395.000000,33692183079.000000,750000.000000
12M 2023,,,591379695.000000,19586453241.000000,19292268241.000000,294185000.000000,19586453241.000000,5653000.000000,,,5653000.000000,3555298335.000000,,23738784271.000000,,23862318380.000000,,1000000000.000000,24862318380.000000,48601102651.000000,,,22378281728.000000,,12137804533.000000,943096100.000000,13080900633.000000,,,171500000.000000,171500000.000000,,6701793460.000000,1035935757.000000,,135733160.000000,1252418718.000000,,,1388151878.000000,,22378281728.000000,7295442208.000000,,5000000000.000000,2167698325.000000,,,7167698325.000000,32650883.000000,95093000.000000,7295442208.000000,29673723936.000000,,5000000000.000000,,13866011435.000000,150000000.000000,13716011435.000000,13866011435.000000,,61367280.000000,18927378715.000000,48601102651.000000,5000000.000000
12M 2024,,,739346596.000000,18927397436.000000,18746047132.000000,181350304.000000,18927397436.000000,12000000.000000,,,12000000.000000,3805898912.000000,2581396257.000000,26066039201.000000,,30132402539.000000,,947527621.000000,31079930160.000000,57145969361.000000,,,31946940416.000000,,16301904212.000000,,16301904212.000000,,1085435816.000000,,1085435816.000000,7500000000.000000,2648883494.000000,1386328328.000000,,458600000.000000,1754089394.000000,,168045286.000000,2380734680.000000,643653886.000000,31946940416.000000,5093837706.000000,,1833600000.000000,2306099554.000000,,748052285.000000,4887751839.000000,52729867.000000,153356000.000000,5093837706.000000,37040778122.000000,,17000000000.000000,,3041716399.000000,1000000000.000000,2041716399.000000,3041716399.000000,,63474840.000000,20105191239.000000,57145969361.000000,680000000.000000
