Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2021,,,,,,,,,,,,,-51.74,,0.9
12M 2022,77.13,19.73,62.43,34.43,4.73,,18.5,,2.76,,1.58,,14.8,,1.22
12M 2023,59.81,12.17,45.73,26.25,6.1,,29.99,,4.91,,2.43,,73.57,,1.06
12M 2024,73.2,17.25,68.87,21.58,4.99,,21.16,,3.56,,1.82,,-16.33,,0.82
