Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,7 B,(7 B),(0 B),-102847.51
12M 2021,7 B,(2 B),5 B,2186826.29
12M 2022,17 B,(4 B),14 B,582584.83
12M 2023,18 B,(2 B),16 B,3.58
12M 2024,15 B,(17 B),(2 B),-0.52
