Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,-6.46,,0.91
12M 2021,,241.06,19.85,,,,1.51,,15.62,,1.16,,6.29,,1.25
12M 2022,,173.49,16.11,,,,2.1,,21.07,,1.19,,1.9,,2.27
12M 2023,,188.67,14.38,,,,1.93,3.36,16.13,25.49,0.73,1.15,1.37,1.37,5.99
12M 2024,,254.89,18.0,,,,1.43,1.37,11.54,10.94,0.53,0.52,1.46,1.46,5.3
