Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Tak Berwujud,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,40450000000.000000,22780000000.000000,22554000000.000000,226000000.000000,22780000000.000000,105000000.000000,105000000.000000,105000000.000000,697000000.000000,2221000000.000000,66253000000.000000,,575454000000.000000,22000000.000000,33871000000.000000,1646000000.000000,610993000000.000000,677246000000.000000,,,114290000000.000000,,42686000000.000000,394000000.000000,43080000000.000000,1279000000.000000,342000000.000000,,15730000000.000000,,15730000000.000000,53859000000.000000,114290000000.000000,148226000000.000000,,145774000000.000000,,145774000000.000000,,2452000000.000000,148226000000.000000,262516000000.000000,,253273000000.000000,,-83882000000.000000,,,-83882000000.000000,245339000000.000000,414730000000.000000,677246000000.000000,253273.000000
12M 2018,,,62245000000.000000,41598000000.000000,41315000000.000000,283000000.000000,41598000000.000000,105000000.000000,105000000.000000,105000000.000000,1921000000.000000,15503000000.000000,121372000000.000000,,932599000000.000000,448000000.000000,20277000000.000000,3498000000.000000,956822000000.000000,1078194000000.000000,,,227831000000.000000,,114054000000.000000,286000000.000000,114340000000.000000,9106000000.000000,733000000.000000,,37414000000.000000,,37414000000.000000,66238000000.000000,227831000000.000000,415123000000.000000,,412339000000.000000,,412339000000.000000,,2784000000.000000,415123000000.000000,642954000000.000000,,253273000000.000000,,-21967000000.000000,,,-21967000000.000000,203934000000.000000,435240000000.000000,1078194000000.000000,253273.000000
12M 2019,,,68151000000.000000,50068000000.000000,49711000000.000000,357000000.000000,50068000000.000000,84000000.000000,84000000.000000,84000000.000000,5510000000.000000,41051000000.000000,164864000000.000000,,1508291000000.000000,685000000.000000,,4300000000.000000,1513276000000.000000,1678140000000.000000,,,374625000000.000000,,147885000000.000000,67000000.000000,147952000000.000000,58347000000.000000,6198000000.000000,,70938000000.000000,,70938000000.000000,91190000000.000000,374625000000.000000,761963000000.000000,,753414000000.000000,,753414000000.000000,3968000000.000000,4581000000.000000,761963000000.000000,1136588000000.000000,,253273000000.000000,,84345000000.000000,,,84345000000.000000,203934000000.000000,541552000000.000000,1678140000000.000000,253273.000000
12M 2020,,,78963000000.000000,104303000000.000000,102511000000.000000,1792000000.000000,104303000000.000000,1208000000.000000,1208000000.000000,1208000000.000000,1260000000.000000,41304000000.000000,227038000000.000000,,2202122000000.000000,652000000.000000,,6480000000.000000,2209254000000.000000,2436292000000.000000,,,509609000000.000000,,92680000000.000000,50000000.000000,92730000000.000000,70976000000.000000,24392000000.000000,,212832000000.000000,1105000000.000000,213937000000.000000,107574000000.000000,509609000000.000000,1206769000000.000000,,1190027000000.000000,,1190027000000.000000,9346000000.000000,7396000000.000000,1206769000000.000000,1716378000000.000000,,253273000000.000000,-4227000000.000000,266934000000.000000,,,266934000000.000000,203934000000.000000,719914000000.000000,2436292000000.000000,2026184000.000000
12M 2021,,,50497000000.000000,225108000000.000000,213983000000.000000,11125000000.000000,225108000000.000000,1465000000.000000,1465000000.000000,1465000000.000000,1587000000.000000,18631000000.000000,297288000000.000000,,2679282000000.000000,6894000000.000000,,8149000000.000000,2694325000000.000000,2991613000000.000000,,,465692000000.000000,,105285000000.000000,126000000.000000,105411000000.000000,96194000000.000000,31417000000.000000,,93776000000.000000,1046000000.000000,94822000000.000000,137848000000.000000,465692000000.000000,1310967000000.000000,,1289472000000.000000,1098000000.000000,1290570000000.000000,10951000000.000000,9446000000.000000,1310967000000.000000,1776659000000.000000,,297968000000.000000,101254000000.000000,526904000000.000000,5000000000.000000,521904000000.000000,526904000000.000000,288828000000.000000,1214954000000.000000,2991613000000.000000,2383745900.000000
12M 2022,,,237192000000.000000,196774000000.000000,191403000000.000000,5371000000.000000,196774000000.000000,1327000000.000000,1327000000.000000,1327000000.000000,4997000000.000000,1704000000.000000,441994000000.000000,,2752442000000.000000,14004000000.000000,,9124000000.000000,2775570000000.000000,3217564000000.000000,,,468215000000.000000,,49277000000.000000,3678000000.000000,52955000000.000000,78533000000.000000,24484000000.000000,,169258000000.000000,1126000000.000000,170384000000.000000,141859000000.000000,468215000000.000000,1164152000000.000000,,1128250000000.000000,,1128250000000.000000,12749000000.000000,23153000000.000000,1164152000000.000000,1632367000000.000000,,297968000000.000000,101254000000.000000,894446000000.000000,10000000000.000000,884446000000.000000,894446000000.000000,291529000000.000000,1585197000000.000000,3217564000000.000000,2383745900.000000
12M 2023,,,403869000000.0,264064000000.0,251950000000.0,12114000000.0,264064000000.0,555000000.0,555000000.0,555000000.0,9242000000.0,13723000000.0,691453000000.0,,2961443000000.0,12957000000.0,1000000.0,10630000000.0,2985031000000.0,3676484000000.0,,,517732000000.0,,47057000000.0,10683000000.0,57740000000.0,72871000000.0,15087000000.0,,226009000000.0,1042000000.0,227051000000.0,144983000000.0,517732000000.0,951802000000.0,,906701000000.0,1095000000.0,907796000000.0,14367000000.0,29639000000.0,951802000000.0,1469534000000.0,,297968000000.0,101254000000.0,1409062000000.0,15000000000.0,1394062000000.0,1409062000000.0,398666000000.0,2206950000000.0,3676484000000.0,2383745900.0
12M 2024,,,217005000000.000000,630100000000.000000,606335000000.000000,23765000000.000000,630100000000.000000,946000000.000000,946000000.000000,946000000.000000,7079000000.000000,34027000000.000000,889157000000.000000,,3906239000000.000000,11922000000.000000,1000000.000000,12746000000.000000,3930908000000.000000,4820065000000.000000,,,943827000000.000000,,338590000000.000000,1981000000.000000,340571000000.000000,154521000000.000000,35030000000.000000,,242922000000.000000,,242922000000.000000,170783000000.000000,943827000000.000000,872575000000.000000,,818457000000.000000,,818457000000.000000,15386000000.000000,38732000000.000000,872575000000.000000,1816402000000.000000,,297968000000.000000,101254000000.000000,2205499000000.000000,20000000000.000000,2185499000000.000000,2205499000000.000000,398942000000.000000,3003663000000.000000,4820065000000.000000,2383745900.000000
