Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,67 B,(56 B),10 B,40655.74
12M 2018,142 B,(384 B),(242 B),-957212.18
12M 2019,243 B,(565 B),(322 B),-1272393.82
12M 2020,344 B,(819 B),(475 B),-234.67
12M 2021,435 B,(506 B),(71 B),-29.64
12M 2022,674 B,(319 B),354 B,148.65
12M 2023,741 B,(317 B),425 B,178.09
12M 2024,838 B,(883 B),(45 B),-18.92
