Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Laba (Rugi) Atas Penjualan Aset Tetap,Laba (Rugi) Selisih Kurs,Bagian Atas Hasil Bersih Entitas Asosiasi,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Hak Minoritas,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Adjustment,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,1431185678756.000000,-1291335161864.000000,139850516892.000000,-128033944568.000000,-44539410627.000000,-83494533941.000000,,-128033944568.000000,11816572324.000000,-3096639483.000000,512013023.000000,-3688746708.000000,,,,80094202.000000,-3096639483.000000,8719932841.000000,-3736495712.000000,4983437129.000000,,4983437129.000000,-1196826492.000000,3786610637.000000,4983437129.000000,4983437129.000000,,4983437129.000000,3786610637.000000,3786610637.000000,,,3786610637.000000
12M 2020,1380699061522.000000,-1253414756195.000000,127284305327.000000,-120311788669.000000,-48808374466.000000,-71503414203.000000,,-120311788669.000000,6972516658.000000,-2262914919.000000,754803453.000000,-3065538933.000000,,,,47820561.000000,-2262914919.000000,4709601739.000000,-4440020641.000000,269581098.000000,,269581098.000000,-738311715.000000,-468730617.000000,269581098.000000,269581098.000000,,269581098.000000,-468730617.000000,-468730617.000000,,,-468730617.000000
12M 2021,1788027425240.000000,-1620774587738.000000,167252837502.000000,-137621385875.000000,-60685369892.000000,-76936015983.000000,,-137621385875.000000,29631451627.000000,-2949110341.000000,71177571.000000,-2870498693.000000,,,,-149789219.000000,-2949110341.000000,26682341286.000000,-7405975855.000000,19276365431.000000,,19276365431.000000,1723686037.000000,21000051468.000000,19276365431.000000,19276365431.000000,,19276365431.000000,21000051468.000000,21000051468.000000,,,21000051468.000000
12M 2022,2147332651068.000000,-1917044631363.000000,230288019705.000000,-194880609799.000000,-105767151416.000000,-89113458383.000000,,-194880609799.000000,35407409906.000000,-3572192228.000000,75579109.000000,-3811184332.000000,,,,163412995.000000,-3572192228.000000,31835217678.000000,-8288690194.000000,23546527484.000000,,23546527484.000000,-1804033325.000000,21742494159.000000,23546527484.000000,23546527484.000000,,23546527484.000000,21742494159.000000,21742494159.000000,,,21742494159.000000
12M 2023,2484675637301.000000,-2182204804929.000000,302470832372.000000,-253455984352.000000,-158496876193.000000,-94959108159.000000,,-253455984352.000000,49014848020.000000,-2150087319.000000,34261065.000000,-4335355995.000000,,,,2151007611.000000,-2150087319.000000,46864760701.000000,-10693009065.000000,36171751636.000000,,36171751636.000000,-1050860809.000000,35120890827.000000,36171751636.000000,36171970163.000000,-218527.000000,36171751636.000000,35120890827.000000,35121109354.000000,-218527.000000,,35120890827.000000
12M 2024,3012741052449.000000,-2663756662743.000000,348984389706.000000,-281502228191.000000,-186161206329.000000,-95341021862.000000,,-281502228191.000000,67482161515.000000,-5590138704.000000,40986088.000000,-8702167491.000000,,,,3071042699.000000,-5590138704.000000,61892022811.000000,-13880457129.000000,48011565682.000000,,48011565682.000000,6773212884.000000,54784778566.000000,48011565682.000000,48011814864.000000,-249182.000000,48011565682.000000,54784778566.000000,54785027748.000000,-249182.000000,,54784778566.000000
