Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,310778889.000000,9331826056.000000,9331826056.000000,,9331826056.000000,,,,,4739459896.000000,403984032.000000,14786048873.000000,,78713773254.000000,1167865327.000000,,79881638581.000000,94667687454.000000,,,46386120519.000000,,,4768174081.000000,,4768174081.000000,,,37714687482.000000,37714687482.000000,291711925.000000,127938158.000000,,153143771.000000,696348898.000000,1472635245.000000,4378079.000000,2326505993.000000,1157102880.000000,46386120519.000000,36369466124.000000,,,1940653319.000000,1940653319.000000,,26884919149.000000,357457048.000000,2126628210.000000,6931960.000000,29375936367.000000,5052876438.000000,36369466124.000000,82755586643.000000,,34134000000.000000,2747020000.000000,-24968919189.000000,11912100811.000000,94667687454.000000,34134.000000
12M 2018,,,119111267.000000,9371775696.000000,9371775696.000000,,9371775696.000000,,,,,5286124222.000000,564384828.000000,15341396013.000000,,91265410104.000000,1799225231.000000,,93064635335.000000,108406031348.000000,,,82737076203.000000,38738359808.000000,,7027037925.000000,,7027037925.000000,,,31399556699.000000,31399556699.000000,317329454.000000,75885313.000000,,1239758924.000000,291693788.000000,2591841996.000000,4378079.000000,4127672787.000000,1051234217.000000,82737076203.000000,19199319960.000000,,,1777470956.000000,1777470956.000000,,9767534982.000000,227383294.000000,1994622524.000000,2553880.000000,11992094680.000000,5429754324.000000,19199319960.000000,101936396163.000000,,34134000000.000000,2747020000.000000,-30411384815.000000,6469635185.000000,108406031348.000000,34134.000000
12M 2019,,,619438692.000000,17792855706.000000,17792855706.000000,,17792855706.000000,,,,,6675087065.000000,1621048999.000000,26708430462.000000,,88070414125.000000,942316384.000000,,89012730509.000000,115721160971.000000,,,86152208361.000000,38689273929.000000,,11072810886.000000,,11072810886.000000,,,28106404991.000000,28106404991.000000,2111687036.000000,443485556.000000,,1382144485.000000,563780277.000000,2074269666.000000,24540646.000000,4044735074.000000,1683810889.000000,86152208361.000000,18105651697.000000,,,1592362989.000000,1592362989.000000,,8385390497.000000,639111122.000000,1229866272.000000,37995272.000000,10292363163.000000,6220925545.000000,18105651697.000000,104257860058.000000,,34134000000.000000,2747020000.000000,-25417719087.000000,11463300913.000000,115721160971.000000,34134.000000
12M 2020,,,1987475712.000000,6782295003.000000,6782295003.000000,,6782295003.000000,2925000000.000000,,2925000000.000000,2925000000.000000,10929250891.000000,11088395013.000000,33712416619.000000,,86029214881.000000,870415974.000000,,86899630855.000000,120612047474.000000,,,70986921145.000000,38742075954.000000,,8856298879.000000,,8856298879.000000,,,10259949940.000000,10259949940.000000,1846732598.000000,4589645614.000000,,1519145934.000000,402561185.000000,2887108581.000000,21986767.000000,4830802467.000000,1861415693.000000,70986921145.000000,18458639791.000000,,,1288500997.000000,1288500997.000000,,7107396763.000000,310992377.000000,2428704100.000000,19672966.000000,9866766206.000000,7303372588.000000,18458639791.000000,89445560936.000000,,50000000000.000000,2747020000.000000,-21580533462.000000,31166486538.000000,120612047474.000000,50000000.000000
12M 2021,,,73764949.000000,5785440671.000000,5785440671.000000,,5785440671.000000,,,,,10626018973.000000,284141172.000000,16769365765.000000,,173819310108.000000,,6321063700.000000,180140373808.000000,196909739573.000000,,,85261779922.000000,40969175260.000000,,4208889111.000000,,4208889111.000000,,11397968913.000000,11409351440.000000,22807320353.000000,8489486522.000000,1037933591.000000,,1729293822.000000,777214521.000000,2914480739.000000,530907807.000000,5951896889.000000,1797078196.000000,85261779922.000000,16213844643.000000,,,,,,5108503645.000000,946417137.000000,1439288599.000000,1712999685.000000,9207209066.000000,7006635577.000000,16213844643.000000,101475624565.000000,,62500000000.000000,16798020000.000000,16136095008.000000,95434115008.000000,196909739573.000000,781250000.000000
12M 2022,,,138793653.000000,6910120350.000000,6910120350.000000,,6910120350.000000,74572707.000000,74572707.000000,,74572707.000000,10356118360.000000,147131388.000000,17626736458.000000,,160077527600.000000,643319948.000000,5727705117.000000,166448552665.000000,184075289123.000000,,,99099700220.000000,3534900337.000000,,5238292793.000000,,5238292793.000000,,78183763519.000000,,78183763519.000000,6287419639.000000,2094728945.000000,,,559375442.000000,1166085618.000000,,1725461060.000000,2035133927.000000,99099700220.000000,7578619255.000000,,,,,,,273303663.000000,250837041.000000,1097720440.000000,1621861144.000000,5956758111.000000,7578619255.000000,106678319475.000000,,62500000000.000000,16798020000.000000,-1901050352.000000,77396969648.000000,184075289123.000000,781250000.000000
12M 2023,,,17564551030.000000,2897658123.000000,,2897658123.000000,2897658123.000000,36930374.000000,36930374.000000,,36930374.000000,8794384441.000000,173641481.000000,29467165449.000000,,148883890894.000000,900961154.000000,5901860454.000000,155686712502.000000,185153877951.000000,,,93620783999.000000,1973576835.000000,,3347468122.000000,,3347468122.000000,,75077531300.000000,5244519251.000000,80322050551.000000,3721285751.000000,1713265021.000000,,,130296031.000000,250837055.000000,,381133086.000000,2162004633.000000,93620783999.000000,6827547095.000000,,,,,,,,,550586500.000000,550586500.000000,6276960595.000000,6827547095.000000,100448331094.000000,,62500000000.000000,16798020000.000000,5407526857.000000,84705546857.000000,185153877951.000000,781250000.000000
12M 2024,,,126408011.000000,7791808398.000000,2008123568.000000,5783684830.000000,7791808398.000000,777497803.000000,777497803.000000,,777497803.000000,8706919616.000000,13282898782.000000,30685532610.000000,,29030985979.000000,6484946820.000000,9389732311.000000,44905665110.000000,75591197720.000000,,,29197267144.000000,1685329672.000000,,3159410409.000000,,3159410409.000000,,17762742431.000000,10999000.000000,17773741431.000000,2501927021.000000,2638205124.000000,,,,,,,1438653487.000000,29197267144.000000,2912812683.000000,,,,,,,,,399036500.000000,399036500.000000,2513776183.000000,2912812683.000000,32110079827.000000,,62500000000.000000,16798020000.000000,-35816902107.000000,43481117893.000000,75591197720.000000,781250000.000000
