Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Adjustment,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Pajak,Beban Akrual,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Belum Ditentukan Penggunaannya,Others,Total Saldo Laba,Kepentingan Non Pengendali,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,21187398.000000,13010776.000000,5721585.000000,7289191.000000,13010776.000000,246096.000000,57159.000000,188937.000000,246096.000000,14922410.000000,,244776.000000,49611456.000000,,23946450.000000,1948920.000000,14247.000000,6285101.000000,32194718.000000,81806174.000000,,,9031896.000000,,,2263730.000000,3707898.000000,5971628.000000,759852.000000,699295.000000,1601121.000000,9031896.000000,6816528.000000,6816528.000000,6816528.000000,15848424.000000,,52430707.000000,222083.000000,13304960.000000,,,13304960.000000,,65957750.000000,81806174.000000,1224000000.000000
12M 2017,,,2460746.000000,18808316.000000,9213122.000000,9595194.000000,18808316.000000,63684.000000,8652.000000,55032.000000,63684.000000,19734318.000000,,156115.000000,41223179.000000,,32050036.000000,2049729.000000,5536.000000,6078549.000000,40183850.000000,81407029.000000,,,8897593.000000,,,1395724.000000,4992964.000000,6388688.000000,367095.000000,894170.000000,1247640.000000,8897593.000000,7306521.000000,7306521.000000,7306521.000000,16204114.000000,,52430707.000000,222083.000000,12550125.000000,10961404.000000,1588721.000000,12550125.000000,,65202915.000000,81407029.000000,1224000000.000000
12M 2018,,,8715325.000000,21539841.000000,9415973.000000,12123868.000000,21539841.000000,28885.000000,11878.000000,17007.000000,28885.000000,22371480.000000,,149976.000000,52805507.000000,,32418145.000000,1913057.000000,75768.000000,6395317.000000,40802287.000000,93607794.000000,,,19456817.000000,,,2670066.000000,13047018.000000,15717084.000000,952180.000000,1428858.000000,1358695.000000,19456817.000000,6740656.000000,6740656.000000,6740656.000000,26197473.000000,,52430707.000000,222083.000000,14757531.000000,13148810.000000,1608721.000000,14757531.000000,,67410321.000000,93607794.000000,1224000000.000000
12M 2019,,,8111901.000000,22097453.000000,11812838.000000,10284615.000000,22097453.000000,17109.000000,14428.000000,2681.000000,17109.000000,17446489.000000,,188039.000000,47860991.000000,,33017104.000000,1379427.000000,204987.000000,9267545.000000,43869063.000000,91730054.000000,,,16387660.000000,2800000.000000,,822838.000000,10529816.000000,11352654.000000,173982.000000,1285254.000000,775770.000000,16387660.000000,5966382.000000,5966382.000000,5966382.000000,22354042.000000,,52430707.000000,222083.000000,16723222.000000,15064501.000000,1658721.000000,16723222.000000,,69376012.000000,91730054.000000,1224000000.000000
12M 2020,,,7033566.000000,17395373.000000,6093882.000000,11301491.000000,17395373.000000,20255.000000,18261.000000,1994.000000,20255.000000,17399708.000000,,518544.000000,42367446.000000,,41748693.000000,1765820.000000,254085.000000,8672862.000000,52441460.000000,94808906.000000,,,20823032.000000,4000000.000000,,743337.000000,13725442.000000,14468779.000000,72787.000000,1072698.000000,1208768.000000,20823032.000000,7042815.000000,7042815.000000,7042815.000000,27865847.000000,,52430707.000000,222083.000000,14290269.000000,12581548.000000,1708721.000000,14290269.000000,,66943059.000000,94808906.000000,1224000000.000000
12M 2021,,,4252326.000000,23883749.000000,8473429.000000,15410320.000000,23883749.000000,99764.000000,99087.000000,677.000000,99764.000000,24522951.000000,,172148.000000,52930938.000000,,44972381.000000,1881867.000000,158077.000000,11598815.000000,58611140.000000,111542078.000000,,,38482048.000000,18200000.000000,,926697.000000,16328575.000000,17255272.000000,84795.000000,1172714.000000,1769267.000000,38482048.000000,6022735.000000,6022735.000000,6022735.000000,44504783.000000,,52430707.000000,222083.000000,14384505.000000,12675784.000000,1708721.000000,14384505.000000,,67037295.000000,111542078.000000,1224000000.000000
12M 2022,,,2553565.000000,33078753.000000,12004137.000000,21074616.000000,33078753.000000,157034.000000,156383.000000,651.000000,157034.000000,26918867.000000,,149188.000000,62857407.000000,,42765352.000000,1655716.000000,76301.000000,11336503.000000,55833872.000000,118691279.000000,,,42125516.000000,21721597.000000,,2111773.000000,13938968.000000,16050741.000000,944601.000000,1639574.000000,1769003.000000,42125516.000000,6567845.000000,6567845.000000,6567845.000000,48693361.000000,,52430707.000000,222083.000000,17345128.000000,15636407.000000,1708721.000000,17345128.000000,,69997918.000000,118691279.000000,1224000000.000000
12M 2023,,,4627493.000000,32855268.000000,23399366.000000,9455902.000000,32855268.000000,18612.000000,17993.000000,619.000000,18612.000000,22427402.000000,,202771.000000,60131546.000000,,39921943.000000,1641968.000000,84825.000000,5287435.000000,46936171.000000,107067717.000000,,,24482869.000000,2100000.000000,,992986.000000,17055699.000000,18048685.000000,1321916.000000,1356104.000000,1656164.000000,24482869.000000,6315668.000000,6315668.000000,6315668.000000,30798537.000000,,52430707.000000,222083.000000,23616390.000000,21807669.000000,1808721.000000,23616390.000000,,76269180.000000,107067717.000000,1224000000.000000
