Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,128964350.000000,-116947069.000000,12017281.000000,-5797676.000000,-2945277.000000,-2852399.000000,-5797676.000000,6219605.000000,380855.000000,96362.000000,-22476.000000,306969.000000,380855.000000,6600460.000000,-1669928.000000,,,-1669928.000000,4930532.000000,11518.000000,4942050.000000,4930532.000000,4930532.000000,,4930532.000000,4942050.000000,4942050.000000,,4942050.000000
12M 2017,141178215.000000,-132599993.000000,8578222.000000,-6837998.000000,-3853174.000000,-2984824.000000,-6837998.000000,1740224.000000,-55885.000000,109419.000000,-25780.000000,-139524.000000,-55885.000000,1684339.000000,-450752.000000,,,-450752.000000,1233587.000000,-214426.000000,1019161.000000,1233587.000000,1233587.000000,,1233587.000000,1019161.000000,1019161.000000,,1019161.000000
12M 2018,198347941.000000,-186987183.000000,11360758.000000,-8514081.000000,-5750468.000000,-2763613.000000,-8514081.000000,2846677.000000,-17698.000000,25609.000000,-90767.000000,47460.000000,-17698.000000,2828979.000000,-739842.000000,,,-739842.000000,2089137.000000,528256.000000,2617393.000000,2089137.000000,2089137.000000,,2089137.000000,2617393.000000,2617393.000000,,2617393.000000
12M 2019,200584999.000000,-187807513.000000,12777486.000000,-7379554.000000,-4653725.000000,-2725829.000000,-7379554.000000,5397932.000000,-1810887.000000,23436.000000,-268390.000000,-1565933.000000,-1810887.000000,3587045.000000,-1240279.000000,,,-1240279.000000,2346766.000000,392149.000000,2738915.000000,2346766.000000,2346766.000000,,2346766.000000,2738915.000000,2738915.000000,,2738915.000000
12M 2020,150238558.000000,-144706406.000000,5532152.000000,-7612005.000000,-3592614.000000,-4019391.000000,-7612005.000000,-2079853.000000,467551.000000,18518.000000,-171018.000000,620051.000000,467551.000000,-1612302.000000,313261.000000,,,313261.000000,-1299041.000000,-259287.000000,-1558328.000000,-1299041.000000,-1299041.000000,,-1299041.000000,-1558328.000000,-1558328.000000,,-1558328.000000
12M 2021,231062757.000000,-223813541.000000,7249216.000000,-8167873.000000,-4923002.000000,-3244871.000000,-8167873.000000,-918657.000000,149482.000000,26797.000000,-112852.000000,235537.000000,149482.000000,-769175.000000,281049.000000,,,281049.000000,-488126.000000,576536.000000,88410.000000,-488126.000000,-488126.000000,,-488126.000000,88410.000000,88410.000000,,88410.000000
12M 2022,226241027.000000,-212795073.000000,13445954.000000,-7946075.000000,-5243920.000000,-2702155.000000,-7946075.000000,5499879.000000,-1096777.000000,28835.000000,-833848.000000,-291764.000000,-1096777.000000,4403102.000000,-915209.000000,,,-915209.000000,3487893.000000,-529683.000000,2958210.000000,3487893.000000,3487893.000000,,3487893.000000,2958210.000000,2958210.000000,,2958210.000000
12M 2023,247785585.000000,-227883739.000000,19901846.000000,-9564526.000000,-6396441.000000,-3168085.000000,-9564526.000000,10337320.000000,-732384.000000,11862.000000,-836596.000000,92350.000000,-732384.000000,9604936.000000,-2080535.000000,,,-2080535.000000,7524401.000000,,7524401.000000,7524401.000000,7524401.000000,,7524401.000000,7524401.000000,7524401.000000,,7524401.000000
