Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,16 B,(2 B),14 B,5570356.97
12M 2022,(4 B),(1 B),(5 B),-166005.41
12M 2023,15 B,(1 B),13 B,8196.54
12M 2024,(65 B),(14 B),(79 B),-19.25
