Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,3744583.19,0.00,0.00,14.65 B,7.74%,21.90%,54.08%,
12M 2022,0.00 B,325845.37,0.00,0.00,16.25 B,7.91%,18.58%,26.06%,63294.74
12M 2023,0.00 B,15712.17,0.00,0.00,34.98 B,8.14%,13.66%,26.50%,2304.31
12M 2024,4.11 B,6.58,61.09,3.05,37.13 B,5.75%,7.61%,11.86%,103.28
