Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,1.52,1.16,0.0,2.83,0.0,0.0,-0.76,0.0,1.83
12M 2022,1.75,0.57,0.0,2.35,0.0,0.0,-0.52,0.0,1.35
12M 2023,1.63,1.06,0.12,1.68,0.0,0.0,-0.22,0.07,0.68
12M 2024,3.21,2.65,0.0,1.33,0.0,0.0,-0.31,0.0,0.33
