Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,"3,993 B",(65 B),"3,928 B",992.55
12M 2018,645 B,(62 B),583 B,60.00
12M 2019,(200 B),(21 B),(222 B),-22.80
12M 2020,"3,147 B",(72 B),"3,075 B",310.57
12M 2021,"18,677 B",(788 B),"17,889 B",434.95
12M 2022,"1,886 B","(2,042 B)",(156 B),-3.39
12M 2023,"2,041 B",(826 B),"1,215 B",26.33
12M 2024,"6,812 B","(2,936 B)","3,877 B",84.04
