Period,Arus Kas Dari Aktivitas Operasi,"Penerimaan Bagi Hasil, Margin, Pendapatan Ijarah Dan Pendapatan Usaha Utama Lainnya",Pembayaran Bagi Hasil Dana Syirkah Temporer,Penerimaan Dari Pembiayaan Dan Piutang Yang Dihapusbukukan,Penerimaan Pendapatan Usaha Lainnya,Pembayaran Tantiem,Beban Usaha,Pendapatan Non-Usaha - Neto,Pembayaran Pajak Penghasilan Badan,Pembayaran Zakat,Penyaluran Dana Kebajikan,Perubahan Dalam Aset Dan Liabilitas Operasi:,Kenaikan (Penurunan) Aset Operasi:,Penempatan Pada Bank Indonesia Dan Bank Lain,Surat Berharga - Diukur Pada Nilai Wajar,Surat Berharga Jangka Pendek Lainnya,Piutang,Pinjaman Qardh,Pembiayaan Syariah,Tagihan Akseptasi,Aset Yang Diperoleh Untuk Ijarah,Aset Lain-Lain,Total Kenaikan (Penurunan) Aset Operasi:,Kenaikan (Penurunan) Liabilitas Operasi:,Liabilitas Segera,Simpanan Dari Nasabah,Simpanan Dari Bank Lain,Liabilitas Akseptasi,Utang Pajak,Liabilitas Lain-Lain,Kenaikan Dana Syirkah Temporer,Total Kenaikan (Penurunan) Liabilitas Operasi:,Total Perubahan Dalam Aset Dan Liabilitas Operasi:,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Penerimaan Kembali Investasi Pada Surat Berharga,Hasil Penjualan Aset Tetap,Perolehan Aset Tetap,Perolehan Aset Tidak Berwujud,Perolehan Surat Berharga,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penerbitan Saham,Biaya Emisi Penerbitan Saham,Setoran Modal,Liabilitas Kepada Bank Indonesia,Surat Berharga Yang Diterbitkan,Penerimaan Pembiayaan Berjangka Mudharabah,Pembayaran Pembiayaan Berjangka,Pembayaran Liabilitas Sewa,Pembayaran Dividen,Penerimaan Pinjaman Yang Diterima,Pembayaran Pinjaman Yang Diterima,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Akhir Periode
12M 2017,3993431000000.000000,2795605000000.000000,-1193226000000.000000,,149003000000.000000,,-1501122000000.000000,11183000000.000000,-143178000000.000000,-8933000000.000000,-2308000000.000000,,,1400000000000.000000,,,-103243000000.000000,-242855000000.000000,230173000000.000000,,-933030000000.000000,-332986000000.000000,18059000000.000000,,-158000000.000000,1223916000000.000000,-958386000000.000000,,-2535000000.000000,478170000000.000000,3127341000000.000000,3868348000000.000000,3886407000000.000000,3993431000000.000000,-2769661000000.000000,79071000000.000000,280000000.000000,-64937000000.000000,,-2784075000000.000000,-2769661000000.000000,-100000000000.000000,,,,,,,,,,,-100000000000.000000,-100000000000.000000,1123770000000.000000,3235674000000.000000,,4359444000000.000000
12M 2018,644983000000.000000,3048880000000.000000,-1294887000000.000000,,191517000000.000000,,-1109325000000.000000,-6093000000.000000,-140650000000.000000,-7051000000.000000,-5038000000.000000,,,-450000000000.000000,,,-687034000000.000000,171239000000.000000,-1797737000000.000000,,-812211000000.000000,-400493000000.000000,-3976236000000.000000,,23982000000.000000,1362051000000.000000,794607000000.000000,,-8127000000.000000,617913000000.000000,1153440000000.000000,3943866000000.000000,-32370000000.000000,644983000000.000000,-1748912000000.000000,6860267000000.000000,134000000.000000,-62000000000.000000,,-8547313000000.000000,-1748912000000.000000,2312192000000.000000,1312192000000.000000,,1000000000000.000000,,,,,,,,,2312192000000.000000,1208263000000.000000,4359444000000.000000,,5567707000000.000000
12M 2019,-200219000000.000000,3370838000000.000000,-1326279000000.000000,,250534000000.000000,,-1317195000000.000000,-2263000000.000000,-61519000000.000000,-6674000000.000000,-2586000000.000000,,,-300000000000.000000,,,-2135348000000.000000,-39731000000.000000,-3925826000000.000000,,79452000000.000000,13569000000.000000,-6307884000000.000000,,-3573000000.000000,1100539000000.000000,-792941000000.000000,,48661000000.000000,688235000000.000000,4161888000000.000000,5202809000000.000000,-1105075000000.000000,-200219000000.000000,-1190710000000.000000,7795220000000.000000,750000000.000000,-21304000000.000000,,-8965376000000.000000,-1190710000000.000000,-10660000000.000000,,,,,,,,,-10660000000.000000,,,-10660000000.000000,-1401589000000.000000,5567707000000.000000,,4166118000000.000000
12M 2020,3146554000000.000000,4244055000000.000000,-1444135000000.000000,,360909000000.000000,,-1533977000000.000000,-28439000000.000000,-100680000000.000000,-5657000000.000000,-3871000000.000000,,,1000000000000.000000,,,-10368217000000.000000,84295000000.000000,-3464609000000.000000,,463878000000.000000,-213698000000.000000,-12498351000000.000000,,205622000000.000000,6594884000000.000000,699110000000.000000,,176919000000.000000,-2150035000000.000000,8630200000000.000000,14156700000000.000000,1658349000000.000000,3146554000000.000000,-2842544000000.000000,27862763000000.000000,419000000.000000,-71725000000.000000,,-30634001000000.000000,-2842544000000.000000,85419000000.000000,106644000000.000000,,,,,,,-21225000000.000000,,,,85419000000.000000,389429000000.000000,4166118000000.000000,,4555547000000.000000
12M 2021,18676808000000.000000,17729782000000.000000,-4390339000000.000000,998496000000.000000,2249710000000.000000,-51660000000.000000,-10190968000000.000000,65766000000.000000,-1344080000000.000000,-127611000000.000000,-59529000000.000000,,,6958439000000.000000,-566235000000.000000,-116881000000.000000,-11903595000000.000000,-138376000000.000000,-3163358000000.000000,133842000000.000000,607896000000.000000,-708204000000.000000,-8896472000000.000000,,-354881000000.000000,-3155693000000.000000,-690622000000.000000,-133842000000.000000,28050000000.000000,410048000000.000000,26590653000000.000000,22693713000000.000000,13797241000000.000000,18676808000000.000000,-18571038000000.000000,466832322000000.000000,,-787504000000.000000,,-484615856000000.000000,-18571038000000.000000,-77929000000.000000,52286000000.000000,,,,,,,-130215000000.000000,,,,-77929000000.000000,27841000000.000000,26514431000000.000000,,26542272000000.000000
12M 2022,1885530000000.000000,19343529000000.000000,-3997872000000.000000,1377882000000.000000,2723083000000.000000,-75784000000.000000,-11781973000000.000000,24903000000.000000,-1446720000000.000000,-170771000000.000000,-108831000000.000000,,,,1663206000000.000000,45529000000.000000,-23099277000000.000000,-282378000000.000000,-12449035000000.000000,-319908000000.000000,-583008000000.000000,-208881000000.000000,-35233752000000.000000,,430314000000.000000,8764367000000.000000,2102759000000.000000,319908000000.000000,89446000000.000000,126051000000.000000,19398991000000.000000,31231836000000.000000,-4001916000000.000000,1885530000000.000000,5994708000000.000000,464041150000000.000000,,-2041797000000.000000,,-456004645000000.000000,5994708000000.000000,4798909000000.000000,4999952000000.000000,-62300000000.000000,,,,742500000000.000000,,-124192000000.000000,-757051000000.000000,,,4798909000000.000000,12679147000000.000000,26542272000000.000000,,39221419000000.000000
12M 2023,2041035000000.000000,22356599000000.000000,-5930162000000.000000,1703364000000.000000,3115816000000.000000,-91574000000.000000,-12698368000000.000000,25571000000.000000,-1855197000000.000000,-205881000000.000000,-80736000000.000000,,,,-3972560000000.000000,-40287000000.000000,-11834760000000.000000,-1605472000000.000000,-18465422000000.000000,50175000000.000000,-705535000000.000000,-2886000000.000000,-36576747000000.000000,,322716000000.000000,1861641000000.000000,-457396000000.000000,-50175000000.000000,48173000000.000000,283819000000.000000,30269572000000.000000,32278350000000.000000,-4298397000000.000000,2041035000000.000000,-11404359000000.000000,111080068000000.000000,5521000000.000000,-826243000000.000000,-991632000000.000000,-120672073000000.000000,-11404359000000.000000,10162997000000.000000,,,,11900055000000.000000,-1171241000000.000000,776250000000.000000,-781307000000.000000,-134742000000.000000,-426018000000.000000,,,10162997000000.000000,799673000000.000000,39221419000000.000000,,40021092000000.000000
12M 2024,6812261000000.000000,25260645000000.000000,-7854159000000.000000,2097759000000.000000,4266371000000.000000,-110228000000.000000,-14283894000000.000000,112287000000.000000,-1985972000000.000000,-268348000000.000000,-117028000000.000000,,,,-1472899000000.000000,-115758000000.000000,-7739380000000.000000,-2466703000000.000000,-27026967000000.000000,246083000000.000000,-932147000000.000000,245969000000.000000,-39261802000000.000000,,-421137000000.000000,6553248000000.000000,2390047000000.000000,-246083000000.000000,-99768000000.000000,3757231000000.000000,27023092000000.000000,38956630000000.000000,-305172000000.000000,6812261000000.000000,6345483000000.000000,103380752000000.000000,1274000000.000000,-2935755000000.000000,-1144967000000.000000,-92955821000000.000000,6345483000000.000000,8749006000000.000000,,,,6517809000000.000000,3015731000000.000000,8001935000000.000000,-7778995000000.000000,-151913000000.000000,-855561000000.000000,,,8749006000000.000000,21906750000000.000000,40021092000000.000000,,61927842000000.000000
