Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,37555560459.000000,-30074877903.000000,7480682556.000000,-3704260630.000000,-906672180.000000,-2797588450.000000,-3704260630.000000,3776421926.000000,-2000913743.000000,-2000913743.000000,-2000913743.000000,1775508183.000000,-497580910.000000,1277927273.000000,278132000.000000,1556059273.000000,1277927273.000000,1277927273.000000,,1277927273.000000,1556059273.000000,1556059273.000000,,1556059273.000000
12M 2019,39340046784.000000,-31509251254.000000,7830795530.000000,-6804828825.000000,-499501192.000000,-6305327633.000000,-6804828825.000000,1025966705.000000,-381023026.000000,-381023026.000000,-381023026.000000,644943679.000000,-181175842.000000,463767837.000000,33250500.000000,497018337.000000,463767837.000000,463767837.000000,,463767837.000000,497018337.000000,497018337.000000,,497018337.000000
12M 2020,9966360080.000000,-8525245188.000000,1441114892.000000,-5764886461.000000,-1429474801.000000,-4335411660.000000,-5764886461.000000,-4323771569.000000,136959893.000000,136959893.000000,136959893.000000,-4186811676.000000,57867459.000000,-4128944217.000000,,-4128944217.000000,-4128944217.000000,-4128944217.000000,,-4128944217.000000,-4128944217.000000,-4128944217.000000,,-4128944217.000000
12M 2021,1992589556.000000,-1806675000.000000,185914556.000000,-3057034266.000000,-140380918.000000,-2916653348.000000,-3057034266.000000,-2871119710.000000,4358561197.000000,4358561197.000000,4358561197.000000,1487441487.000000,179090129.000000,1666531616.000000,,1666531616.000000,1666531616.000000,1666531616.000000,,1666531616.000000,1666531616.000000,1666531616.000000,,1666531616.000000
12M 2022,8987252297.000000,-8392500000.000000,594752297.000000,-3599857834.000000,-4628225.000000,-3595229609.000000,-3599857834.000000,-3005105537.000000,338228.000000,338228.000000,338228.000000,-3004767309.000000,570177043.000000,-2434590266.000000,,-2434590266.000000,-2434590266.000000,-2434590266.000000,,-2434590266.000000,-2434590266.000000,-2434590266.000000,,-2434590266.000000
12M 2023,3739341400.000000,-3492750000.000000,246591400.000000,-2576763600.000000,,-2576763600.000000,-2576763600.000000,-2330172200.000000,94512.000000,94512.000000,94512.000000,-2330077688.000000,442505598.000000,-1887572090.000000,75030287.000000,-1812541803.000000,-1887572090.000000,-1887572090.000000,,-1887572090.000000,-1812541803.000000,-1812541803.000000,,-1812541803.000000
12M 2024,1023243242.000000,-877500000.000000,145743242.000000,-2818494100.000000,,-2818494100.000000,-2818494100.000000,-2672750858.000000,688386.000000,688386.000000,688386.000000,-2672062472.000000,586886923.000000,-2085175549.000000,6827425.000000,-2078348124.000000,-2085175549.000000,-2085175549.000000,,-2085175549.000000,-2078348124.000000,-2078348124.000000,,-2078348124.000000
