Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,1.1,,1.71
12M 2021,64.01,61.24,76.58,48.67,5.7,,5.96,,217.45,,3.23,,8.61,,1.26
12M 2022,119.85,182.07,130.67,171.25,3.05,6.75,2.0,3.56,44.23,56.08,1.14,1.78,1.16,1.16,5.56
12M 2023,121.09,448.63,64.63,505.09,3.01,2.68,0.81,0.66,17.97,14.71,0.67,0.61,0.81,0.81,3.56
12M 2024,120.6,704.71,73.9,751.41,3.03,4.19,0.52,0.45,3.78,2.16,0.52,0.49,0.69,0.69,9.65
