Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2015,,,,,,,,,,,,,,,6.68
12M 2016,,,,,,,,,,,,,,,6.55
12M 2017,59.4,,50.55,59.4,6.15,6.15,,,4.77,5.16,0.06,0.06,0.64,0.64,7.18
12M 2018,29.09,,5.86,,12.55,164.78,,,11.84,12.37,0.13,0.13,9.18,9.18,1.65
