Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,4.44,4.44,0.23,2.38,0.0,0.0,0.1,0.1,1.38
12M 2022,3.51,3.51,0.29,1.65,0.0,0.0,0.1,0.17,0.65
12M 2023,13.01,13.01,0.03,1.07,0.0,0.0,-0.54,0.03,0.07
12M 2024,20.69,20.69,0.01,1.03,0.0,0.0,-0.15,0.01,0.03
