Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2021,0.00,8565540.50,0.00,8565540.50,1 B,0 B,1 B,0 B,4 B
12M 2022,0.00,1685854.95,0.00,1685854.95,2 B,1 B,3 B,1 B,6 B
12M 2023,0.92,29.30,0.92,29.30,1 B,,1 B,(26 B),29 B
12M 2024,0.51,29.66,0.51,29.66,0 B,0 B,0 B,(7 B),15 B
