Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,Pembayaran Kas Kepada Pemasok,Pembayaran Kas Kepada Karyawan,Penerimaan Bunga,Pembayaran Beban Bunga,Pembayaran Pajak,Penerimaan (Pembayaran)Iain-Lain Bersih,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Perolehan Aset Tetap,Uang Muka Untuk Perolehan Aset Tetap,Penambahan Aset Tidak Berwujud,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penerimaan Utang Bank,Pembayaran Utang Bank,Pembayaran Utang Bank Jangka Panjang,Penambahan Modal Disetor,Kas Dan Setera Kas Entitas Anak Yang Diakuisisi,Penurunan (Kenaikan) Deposito Yang Tidak Dibatasi Penggunaannya,Kenaikan Deposito Yang Dibatasi Penggunaannya,Penurunan Deposito Yang Dibatasi Penggunaannya,Penurunan (Kenaikan) Uang Jaminan Yang Dibatasi Penggunaannya,Penerimaan (Pembayaran) Dari,Penerimaan (Pembayaran) Dari (Kepada) Pihak Berelasi,Uang Jaminan,Pembayaran Kepada Pihak Berelasi,Adjustment,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2012,-40044483269.000000,200968981301.000000,-176613157866.000000,-28262999536.000000,54972569.000000,-7353771080.000000,-5263384915.000000,-23575123742.000000,-40044483269.000000,-17157986786.000000,-15740327506.000000,-887701780.000000,-529957500.000000,-17157986786.000000,48988694552.000000,316758861827.000000,-281774998990.000000,,6000000000.000000,,,-2210680170.000000,4897813850.000000,,,27296855313.000000,,-21979157278.000000,,48988694552.000000,-8213775503.000000,511990717.000000,12262437517.000000,4560652731.000000
12M 2013,-61340725510.000000,233851396466.000000,-189531725199.000000,-50446408861.000000,114678539.000000,-10509846095.000000,-20322811840.000000,-24496008520.000000,-61340725510.000000,-13982960443.000000,-13618103010.000000,,-364857433.000000,-13982960443.000000,80307501356.000000,123961910555.000000,-90574812314.000000,,47988883900.000000,610773557.000000,,-2758158232.000000,3171201982.000000,,,2913807600.000000,,-5006105692.000000,,80307501356.000000,4983815403.000000,1300519903.000000,4560652731.000000,10844988037.000000
12M 2014,-84628876886.000000,332866456282.000000,-254922843224.000000,-79822228647.000000,408191415.000000,-17400462814.000000,-21793419647.000000,-43964570251.000000,-84628876886.000000,-30930504147.000000,-30930504147.000000,,,-30930504147.000000,114785602383.000000,885988372175.000000,-769753760722.000000,,,,,-1858097070.000000,409088000.000000,,,,,,,114785602383.000000,-773778650.000000,668292969.000000,10844988037.000000,10739502356.000000
12M 2015,-23937875582.000000,290286257806.000000,-126332870464.000000,-107589956707.000000,325258934.000000,-28638441163.000000,-17870234326.000000,-34117889662.000000,-23937875582.000000,-7286372088.000000,-7286372088.000000,,,-7286372088.000000,32936745439.000000,1921117394431.000000,-1926361651469.000000,,,,,-3029774810.000000,,,,45702657340.000000,,-4491880053.000000,,32936745439.000000,1712497769.000000,268753801.000000,10739502356.000000,12720753926.000000
12M 2016,39549992196.000000,331786403932.000000,-94207923094.000000,-105140563931.000000,62172444.000000,-37120275371.000000,-8740718920.000000,-47089102864.000000,39549992196.000000,-94939847561.000000,-94639847561.000000,,-300000000.000000,-94939847561.000000,45939709589.000000,1893119862607.000000,-1821809571160.000000,,,,,77558142.000000,,,,4527060000.000000,,-29975200000.000000,,45939709589.000000,-9450145776.000000,1784058082.000000,12720753926.000000,5054666232.000000
12M 2017,-8089711813.000000,280475518888.000000,-133096143717.000000,-104698706561.000000,81768689.000000,-34982400818.000000,-521027214.000000,-15348721080.000000,-8089711813.000000,-434813658.000000,-434813658.000000,,,-434813658.000000,9646958750.000000,1844611813763.000000,-1839375568484.000000,,,,,-956256.000000,,4411669727.000000,,,,,,9646958750.000000,1122433279.000000,-1444829546.000000,5054666232.000000,4732269965.000000
12M 2018,-25167536386.000000,267784635087.000000,-127650932259.000000,-98703706740.000000,64592248.000000,-30439162784.000000,-1427101445.000000,-34795860493.000000,-25167536386.000000,-1243317346.000000,-1243317346.000000,,,-1243317346.000000,25862113531.000000,2008665321937.000000,-1984034873137.000000,,,,,-7965954.000000,,1239630685.000000,,,,,,25862113531.000000,-548740201.000000,-477799652.000000,4732269965.000000,3705730112.000000
