Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2012,1.11,0.37,2.39,6.33,0.0,0.0,2.26,0.38,5.33
12M 2013,1.74,0.81,0.82,2.12,0.0,0.0,0.75,0.39,1.12
12M 2014,1.48,0.47,1.31,2.57,0.0,0.0,1.25,0.51,1.57
12M 2015,1.51,0.42,1.59,3.02,0.0,0.0,1.52,0.53,2.02
12M 2016,1.12,0.28,1.83,3.36,0.0,0.0,1.8,0.55,2.36
12M 2017,1.01,0.17,2.65,5.15,0.0,0.0,2.61,0.51,4.15
12M 2018,1.0,0.14,6.1,10.33,0.0,0.0,6.03,0.59,9.33
