Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2021,,,,,,,,,,,,,12.32,,1.54
12M 2022,48.31,32.48,43.45,37.34,7.56,,11.24,,7.43,,2.55,,7.89,,1.86
12M 2023,51.03,41.74,44.51,48.26,7.15,,8.74,,5.85,,2.07,,5.57,,2.41
12M 2024,58.68,47.63,47.32,58.99,6.22,5.92,7.66,7.05,4.22,3.71,1.66,1.54,4.74,4.74,2.13
