Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2021,0.00,15398601.37,0.00,15320720.75,29 B,0 B,29 B,0 B,106 B
12M 2022,0.00,19095204.31,0.00,19040115.42,37 B,0 B,38 B,8 B,179 B
12M 2023,0.00,213.33,0.00,213.05,16 B,,16 B,(63 B),252 B
12M 2024,1.36,222.57,1.36,222.45,65 B,,65 B,37 B,305 B
