Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,82 B,(9 B),73 B,4862518.24
12M 2022,47 B,(9 B),38 B,2547220.81
12M 2023,125 B,(11 B),114 B,57.09
12M 2024,(8 B),(114 B),(123 B),-49.13
