Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,1.54,1.13,0.13,2.22,0.0,0.0,0.0,0.06,0.95
12M 2022,1.86,1.21,0.13,2.07,0.0,0.0,0.03,0.06,0.81
12M 2023,2.41,1.63,0.04,1.77,0.0,0.0,-0.15,0.02,0.49
12M 2024,2.13,1.43,0.12,1.76,0.0,0.0,0.07,0.07,0.54
