Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Laba (Rugi) Atas Penjualan Aset Tetap,Laba (Rugi) Selisih Kurs,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Laba Pra Akuisisi,Penyesuaian Proforma,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Adjustment,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2013,244271478903.000000,-170777061785.000000,73494417118.000000,-30290174940.000000,-3267921299.000000,-27022253641.000000,-30290174940.000000,43204242178.000000,-43427064589.000000,,,,,-43427064589.000000,-43427064589.000000,-222822411.000000,-5169907225.000000,-5392729636.000000,,,-5392729636.000000,33082141158.000000,,33082141158.000000,27689411522.000000,-5392729636.000000,-4334625228.000000,-1058104408.000000,-5392729636.000000,27689411522.000000,15453405341.000000,12236006181.000000,27689411522.000000
12M 2014,208640385914.000000,-157509484334.000000,51130901580.000000,-33490134907.000000,-4119655181.000000,-29370479726.000000,-33490134907.000000,17640766673.000000,-21739767861.000000,,,,,-21739767861.000000,-21739767861.000000,-4099001188.000000,-3581589318.000000,-7680590506.000000,,,-7680590506.000000,7712729622.000000,,7712729622.000000,32139116.000000,-7680590506.000000,-7646127480.000000,-34463026.000000,-7680590506.000000,32139116.000000,-3155800918.000000,3187940034.000000,32139116.000000
12M 2015,276621096046.000000,-198485525480.000000,78135570566.000000,-27728245076.000000,-3445272183.000000,-24282972893.000000,-27728245076.000000,50407325490.000000,-24099764141.000000,-24099764141.000000,,,,,-24099764141.000000,26307561349.000000,-8237270580.000000,18070290769.000000,,,18070290769.000000,4650735109.000000,,4650735109.000000,22721025878.000000,18070290769.000000,9466029561.000000,8604261208.000000,18070290769.000000,22721025878.000000,18070290769.000000,4650735109.000000,22721025878.000000
12M 2016,207753157392.000000,-153537315293.000000,54215842099.000000,-22724422470.000000,-2693155082.000000,-20031267388.000000,-22724422470.000000,31491419629.000000,-24262179695.000000,,-19918088279.000000,,442237853.000000,-4786329269.000000,-24262179695.000000,7229239934.000000,-4082999291.000000,3146240643.000000,,,3146240643.000000,-3535100737.000000,,-3535100737.000000,-388860094.000000,3146240643.000000,989122711.000000,2157117932.000000,3146240643.000000,-388860094.000000,1027516598.000000,-1416376692.000000,-388860094.000000
12M 2017,189230788762.000000,-131456028001.000000,57774760761.000000,-21728068587.000000,-2890183282.000000,-18837885305.000000,-21728068587.000000,36046692174.000000,-27881181326.000000,,-17746196006.000000,,-4602881779.000000,-5532103541.000000,-27881181326.000000,8165510848.000000,-4270071399.000000,3895439449.000000,,,3895439449.000000,-221242500.000000,,-221242500.000000,3674196949.000000,3895439449.000000,1225024170.000000,2670415279.000000,3895439449.000000,3674196949.000000,3701448049.000000,-27251100.000000,3674196949.000000
12M 2018,167097354227.000000,-110313637405.000000,56783716822.000000,-22744661236.000000,-3458457123.000000,-19286204113.000000,-22744661236.000000,34039055586.000000,-30090317038.000000,,-16280610641.000000,,-8328721813.000000,-5480984584.000000,-30090317038.000000,3948738548.000000,-5271354737.000000,-1322616189.000000,,,-1322616189.000000,53608976.000000,,53608976.000000,-1269007213.000000,-1322616189.000000,-2661405308.000000,1338789119.000000,-1322616189.000000,-1269007213.000000,-1101180503.000000,-167826710.000000,-1269007213.000000
12M 2019,162942467774.000000,-115310272962.000000,47632194812.000000,-17307474534.000000,-2318406546.000000,-14989067988.000000,-17307474534.000000,30324720278.000000,-24918485942.000000,,-13592144051.000000,,9095714654.000000,-20422056545.000000,-24918485942.000000,5406234336.000000,-4606509291.000000,799725045.000000,,,799725045.000000,636534625.000000,,636534625.000000,1436259670.000000,799725045.000000,-363713731.000000,1163438776.000000,799725045.000000,1436259670.000000,38034344.000000,1398225326.000000,1436259670.000000
12M 2020,102699955629.000000,-71040000395.000000,31659955234.000000,-16857399568.000000,-1934368178.000000,-14923031390.000000,-16857399568.000000,14802555666.000000,-16879072760.000000,,-11064595918.000000,,-5136606038.000000,-677870804.000000,-16879072760.000000,-2076517094.000000,-1761980916.000000,-3838498010.000000,,,-3838498010.000000,12704489.000000,,12704489.000000,-3825793521.000000,-3838498010.000000,-3462152670.000000,-376345340.000000,-3838498010.000000,-3825793521.000000,-3507484177.000000,-318309344.000000,-3825793521.000000
12M 2021,39092308914.000000,-22212545403.000000,16879763511.000000,-14907706691.000000,-1927248648.000000,-12980458043.000000,-14907706691.000000,1972056820.000000,-289803675661.000000,,-7216203088.000000,,-734047842.000000,-281853424731.000000,-289803675661.000000,-287831618841.000000,-844848198.000000,-288676467039.000000,,,-288676467039.000000,-558297924.000000,,-558297924.000000,-289234764963.000000,-288676467039.000000,-174472822860.000000,-114203644179.000000,-288676467039.000000,-289234764963.000000,-175160847398.000000,-114073917565.000000,-289234764963.000000
