Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2013,0.58,86.92,0.96,52.15,222 B,111 B,333 B,309 B,31 B
12M 2014,0.77,66.04,3.55,14.37,238 B,119 B,356 B,343 B,49 B
12M 2015,0.59,84.84,1.21,41.38,272 B,136 B,407 B,389 B,98 B
12M 2016,0.60,83.86,0.91,55.07,216 B,108 B,324 B,318 B,148 B
12M 2017,0.73,85.17,0.90,68.83,233 B,116 B,349 B,345 B,157 B
12M 2018,0.71,82.07,0.77,75.63,223 B,111 B,334 B,333 B,177 B
12M 2019,1.83,82.12,1.85,80.88,188 B,94 B,282 B,280 B,158 B
12M 2020,0.64,77.67,0.65,76.97,125 B,63 B,188 B,185 B,158 B
12M 2021,-0.67,-144.66,-0.67,-144.66,146 B,73 B,220 B,219 B,(177 B)
