Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,"Pembayaran Kas Kepada Pemasok, Karyawan Dan Aktivitas Operasional Lainnya",Penerimaan Kas Dari Pendapatan Bunga,Penerimaan Kas Dari Restitusi Pajak,Pembayaran Kas Untuk Beban Bunga,Pembayaran Kas Untuk Pajak Penghasilan Badan,Pembayaran Piutang Pihak Berelasi,Penerimaan Piutang Pihak Berelasi,Pencairan Investasi,Piutang Karyawan,Piutang Lain-Lain (Aset Tidak Lancar),Hutang Lain-Lain,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Perolehan Aset Tetap,Penjualan Investasi,Investasi Saham Reksadana,Penjualan Aset Tetap,Penambahan Aset Tidak Berwujud,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penarikan Dana Yang Dibatasi Penggunaannya,Kenaikan (Penurunan) Utang Pihak Berelasi,Pembayaran Pembiayaan Konsumen,Tambahan Pembiayaan Konsumen,Pembayaran Untuk Utang Sewa Pembiayaan,Penambahan Utang Bank,Pembayaran Utang Bank,Penurunan (Kenaikan) Piutang Pihak Berelasi,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Akhir Periode
12M 2013,56796962323.000000,236352863781.000000,-176131835941.000000,688661160.000000,7251280645.000000,-11356401386.000000,-7605936.000000,,,,,,,56796962323.000000,-23151604242.000000,-20116385386.000000,,47878392.000000,293163321.000000,-3376260569.000000,-23151604242.000000,-19289169976.000000,-417095391.000000,5449513968.000000,-253381310.000000,304003275.000000,-4315005006.000000,,-20057205512.000000,,-19289169976.000000,14356188105.000000,22111262700.000000,-11983510001.000000,24483940804.000000
12M 2014,27196581431.000000,245414693807.000000,-209565959683.000000,278304202.000000,8274037739.000000,-12153810458.000000,-5050684176.000000,,,,,,,27196581431.000000,-84069896046.000000,-65666453725.000000,,,152912217.000000,-18556354538.000000,-84069896046.000000,60087524881.000000,-4435604651.000000,4588270860.000000,-106879206.000000,,-3297031504.000000,64520864381.000000,-1182094999.000000,,60087524881.000000,3214210266.000000,24483940804.000000,-13994589079.000000,13703561991.000000
12M 2015,28885869033.000000,247063780651.000000,-202815246741.000000,242379867.000000,11777670300.000000,-18800872658.000000,-8581842386.000000,,,,,,,28885869033.000000,-61041414417.000000,-60653150341.000000,,,,-388264076.000000,-61041414417.000000,33716409011.000000,5214856183.000000,3967330705.000000,-107664026.000000,,,156937804047.000000,-132295917898.000000,,33716409011.000000,1560863627.000000,13703561991.000000,3265695456.000000,18530121074.000000
12M 2016,38545261668.000000,248459843163.000000,-186812298253.000000,238093025.000000,141923339.000000,-18484469853.000000,-4997829753.000000,,,,,,,38545261668.000000,-14023948145.000000,-14013861439.000000,,,,-10086706.000000,-14023948145.000000,-24922398462.000000,-1774009398.000000,1028296900.000000,-18838796.000000,,,102383312808.000000,-126541159976.000000,,-24922398462.000000,-401084939.000000,6724458079.000000,-170127154.000000,6153245986.000000
12M 2017,36469075597.000000,193643147028.000000,-136017889389.000000,368755687.000000,107254232.000000,-16111275690.000000,-5520916271.000000,,,,,,,36469075597.000000,-4916553333.000000,-4316553333.000000,,,,-600000000.000000,-4916553333.000000,-33718377530.000000,1816851281.000000,1356000000.000000,,,,64269982968.000000,-101161211779.000000,,-33718377530.000000,-2165855266.000000,6153245986.000000,,3987390720.000000
12M 2018,15452120211.000000,184242117567.000000,-158045930469.000000,329708035.000000,31826097.000000,-14643158431.000000,-5060589273.000000,8598146685.000000,,,,,,15452120211.000000,-930278129.000000,-430278129.000000,,,,-500000000.000000,-930278129.000000,-16862320118.000000,-1196862283.000000,3098000000.000000,,,,101702507946.000000,-120465965781.000000,,-16862320118.000000,-2340478036.000000,3987390720.000000,,1646912684.000000
12M 2019,50056846410.000000,166530414754.000000,-105059750995.000000,210831410.000000,,-12282521341.000000,-5013568818.000000,5671441400.000000,,,,,,50056846410.000000,-2703127332.000000,-2103127332.000000,,,,-600000000.000000,-2703127332.000000,-46952469422.000000,59425467.000000,2515900000.000000,,,,73681141008.000000,-123208935897.000000,,-46952469422.000000,401249656.000000,1646912684.000000,,2048162340.000000
12M 2020,28134023383.000000,111250177387.000000,-67279337770.000000,351947527.000000,16211120.000000,-9752145569.000000,-2871554151.000000,-3581275161.000000,,,,,,28134023383.000000,-29295040.000000,-29295040.000000,,,,,-29295040.000000,-27327173814.000000,2426502322.000000,1705000000.000000,,,,110609211449.000000,-142067887585.000000,,-27327173814.000000,777554529.000000,2048162340.000000,,2825716869.000000
12M 2021,8065945534.000000,43200039590.000000,-32404337334.000000,220388014.000000,86380238.000000,-6927939913.000000,-872827264.000000,4764242203.000000,,,,,,8065945534.000000,-1727638839.000000,-2061146100.000000,333507261.000000,,,,-1727638839.000000,-8016959790.000000,6557120038.000000,39806238900.000000,,,,36385601651.000000,-90765920379.000000,,-8016959790.000000,-1678653095.000000,2825716869.000000,,1147063774.000000
